activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id,smiles,valid_smiles
18130004,CHEMBL4028922,CHEMBL56367,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006767,CHEMBL5748,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,True
18130005,CHEMBL4028922,CHEMBL1428,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006768,CHEMBL5748,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,True
18130006,CHEMBL4028922,CHEMBL1401,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006769,CHEMBL5748,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,True
18130007,CHEMBL4028922,CHEMBL13209,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006770,CHEMBL5748,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,True
18130008,CHEMBL4028922,CHEMBL9,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006771,CHEMBL5748,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,True
18130009,CHEMBL4028922,CHEMBL445,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006772,CHEMBL5748,CNCCC=C1c2ccccc2CCc2ccccc21,True
18130010,CHEMBL4028922,CHEMBL4,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006773,CHEMBL5748,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,True
18130011,CHEMBL4028922,CHEMBL715,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006774,CHEMBL5748,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,True
18130012,CHEMBL4028922,CHEMBL46,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006775,CHEMBL5748,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,True
18130013,CHEMBL4028922,CHEMBL175247,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006776,CHEMBL5748,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,True
18130014,CHEMBL4028922,CHEMBL1449676,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006777,CHEMBL5748,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,True
18130015,CHEMBL4028922,CHEMBL1200340,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006778,CHEMBL5748,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1.O=P(O)(O)O,True
18130016,CHEMBL4028922,CHEMBL693,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006779,CHEMBL5748,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].[Na+],True
18130017,CHEMBL4028922,CHEMBL1068,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006780,CHEMBL5748,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,True
18130018,CHEMBL4028922,CHEMBL3185709,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006781,CHEMBL5748,CC(=O)O.CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,True
18130019,CHEMBL4028922,CHEMBL1200757,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006782,CHEMBL5748,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-],True
18130020,CHEMBL4028922,CHEMBL1708,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006783,CHEMBL5748,Cl.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,True
18130021,CHEMBL4028922,CHEMBL240163,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006784,CHEMBL5748,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,True
18130022,CHEMBL4028922,CHEMBL267648,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006786,CHEMBL5748,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,True
18130023,CHEMBL4028922,CHEMBL1201050,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006787,CHEMBL5748,Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12.[K+],True
18130024,CHEMBL4028922,CHEMBL1177,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006788,CHEMBL5748,NC1=NC(=O)C(c2ccccc2)O1,True
18130025,CHEMBL4028922,CHEMBL55,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006789,CHEMBL5748,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,True
18130026,CHEMBL4028922,CHEMBL628,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006790,CHEMBL5748,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,True
18130027,CHEMBL4028922,CHEMBL1275,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006791,CHEMBL5748,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O,True
18130028,CHEMBL4028922,CHEMBL1200343,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006792,CHEMBL5748,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,True
18130029,CHEMBL4028922,CHEMBL567,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006793,CHEMBL5748,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,True
18130030,CHEMBL4028922,CHEMBL16073,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006794,CHEMBL5748,CCOc1ccc(NC(C)=O)cc1,True
18130031,CHEMBL4028922,CHEMBL170988,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006795,CHEMBL5748,N=C(N)NC(=N)NCCc1ccccc1,True
18130032,CHEMBL4028922,CHEMBL500,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006796,CHEMBL5748,CC(C)NCC(O)COc1cccc2[nH]ccc12,True
18130033,CHEMBL4028922,CHEMBL36715,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006797,CHEMBL5748,NC(=O)CN1CCCC1=O,True
18130034,CHEMBL4028922,CHEMBL1371770,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006798,CHEMBL5748,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,True
18130035,CHEMBL4028922,CHEMBL527,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006799,CHEMBL5748,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,True
18130036,CHEMBL4028922,CHEMBL18442,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006800,CHEMBL5748,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,True
18130037,CHEMBL4028922,CHEMBL690,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006801,CHEMBL5748,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],True
18130038,CHEMBL4028922,CHEMBL131,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006802,CHEMBL5748,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,True
18130039,CHEMBL4028922,CHEMBL1059,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006803,CHEMBL5748,CC(C)C[C@H](CN)CC(=O)O,True
18130040,CHEMBL4028922,CHEMBL856,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006804,CHEMBL5748,CCC1(c2ccccc2)C(=O)NCNC1=O,True
18130041,CHEMBL4028922,CHEMBL897,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006805,CHEMBL5748,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,True
18130042,CHEMBL4028922,CHEMBL640,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006806,CHEMBL5748,CCN(CC)CCNC(=O)c1ccc(N)cc1,True
18130043,CHEMBL4028922,CHEMBL1200410,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006807,CHEMBL5748,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,True
18130044,CHEMBL4028922,CHEMBL728,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006808,CHEMBL5748,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,True
18130045,CHEMBL4028922,CHEMBL86715,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006809,CHEMBL5748,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,True
18130046,CHEMBL4028922,CHEMBL643,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006810,CHEMBL5748,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,True
18130047,CHEMBL4028922,CHEMBL631,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006811,CHEMBL5748,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,True
18130048,CHEMBL4028922,CHEMBL27,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006812,CHEMBL5748,CC(C)NCC(O)COc1cccc2ccccc12,True
18130049,CHEMBL4028922,CHEMBL614,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006813,CHEMBL5748,NC(=O)c1cnccn1,True
18130050,CHEMBL4028922,CHEMBL170,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006814,CHEMBL5748,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,True
18130051,CHEMBL4028922,CHEMBL225071,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006815,CHEMBL5748,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,True
18130052,CHEMBL4028922,CHEMBL1218,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006816,CHEMBL5748,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,True
18130053,CHEMBL4028922,CHEMBL1168,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006817,CHEMBL5748,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,True
18130054,CHEMBL4028922,CHEMBL1790041,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006818,CHEMBL5748,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,True
18130055,CHEMBL4028922,CHEMBL53,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006819,CHEMBL5748,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,True
18130056,CHEMBL4028922,CHEMBL1201142,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006820,CHEMBL5748,C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O,True
18130057,CHEMBL4028922,CHEMBL22242,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006821,CHEMBL5748,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,True
18130058,CHEMBL4028922,CHEMBL1643,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006822,CHEMBL5748,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,True
18130059,CHEMBL4028922,CHEMBL744,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006823,CHEMBL5748,Nc1nc2ccc(OC(F)(F)F)cc2s1,True
18130060,CHEMBL4028922,CHEMBL85,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006824,CHEMBL5748,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,True
18130061,CHEMBL4028922,CHEMBL198362,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006825,CHEMBL5748,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,True
18130062,CHEMBL4028922,CHEMBL1201032,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006826,CHEMBL5748,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O=C(O)c1ccccc1,True
18130063,CHEMBL4028922,CHEMBL1200648,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006827,CHEMBL5748,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-],True
18130064,CHEMBL4028922,CHEMBL11672,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006828,CHEMBL5748,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,True
18130065,CHEMBL4028922,CHEMBL1214185,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006829,CHEMBL5748,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,True
18130066,CHEMBL4028922,CHEMBL1082607,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006830,CHEMBL5748,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,True
18130067,CHEMBL4028922,CHEMBL1201743,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006831,CHEMBL5748,Cl.N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,True
18130068,CHEMBL4028922,CHEMBL1200904,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006832,CHEMBL5748,C#CCN(C)[C@H](C)Cc1ccccc1.Cl,True
18130069,CHEMBL4028922,CHEMBL1422,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006833,CHEMBL5748,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,True
18130070,CHEMBL4028922,CHEMBL1823872,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006834,CHEMBL5748,C[C@H](N)C(=O)NCC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O,True
18130071,CHEMBL4028922,CHEMBL471,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006835,CHEMBL5748,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,True
18130072,CHEMBL4028922,CHEMBL850,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006836,CHEMBL5748,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,True
18130073,CHEMBL4028922,CHEMBL453514,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006837,CHEMBL5748,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,True
18130074,CHEMBL4028922,CHEMBL991,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006838,CHEMBL5748,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,True
18130075,CHEMBL4028922,CHEMBL2107531,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006839,CHEMBL5748,CC(SC(=O)c1cccs1)C(=O)NCC(=O)O,True
18130076,CHEMBL4028922,CHEMBL3707306,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006840,CHEMBL5748,N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-].[Sr+2].[Sr+2],True
18130077,CHEMBL4028922,CHEMBL1200416,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006841,CHEMBL5748,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.[Na+],True
18130078,CHEMBL4028922,CHEMBL439,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006842,CHEMBL5748,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,True
18130079,CHEMBL4028922,CHEMBL443,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006843,CHEMBL5748,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,True
18130080,CHEMBL4028922,CHEMBL453,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006844,CHEMBL5748,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,True
18130081,CHEMBL4028922,CHEMBL128,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006846,CHEMBL5748,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,True
18130083,CHEMBL4028922,CHEMBL779,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006848,CHEMBL5748,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,True
18130084,CHEMBL4028922,CHEMBL1081506,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006849,CHEMBL5748,O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21,True
18130085,CHEMBL4028922,CHEMBL83,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006850,CHEMBL5748,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,True
18130086,CHEMBL4028922,CHEMBL1657,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006851,CHEMBL5748,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,True
18130087,CHEMBL4028922,CHEMBL235993,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006852,CHEMBL5748,O=c1[nH]c(=O)n([C@H]2CCCO2)cc1F,True
18130088,CHEMBL4028922,CHEMBL1516474,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006853,CHEMBL5748,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12.O=C(O)/C=C\C(=O)O,True
18130089,CHEMBL4028922,CHEMBL374731,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006854,CHEMBL5748,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,True
18130090,CHEMBL4028922,CHEMBL810,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006855,CHEMBL5748,Cn1nnc2c(C(N)=O)ncn2c1=O,True
18130091,CHEMBL4028922,CHEMBL1486,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006856,CHEMBL5748,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O,True
18130092,CHEMBL4028922,CHEMBL302795,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006857,CHEMBL5748,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,True
18130093,CHEMBL4028922,CHEMBL1200832,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006858,CHEMBL5748,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12.Cl,True
18130094,CHEMBL4028922,CHEMBL1760,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006859,CHEMBL5748,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,True
18130095,CHEMBL4028922,CHEMBL17157,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006860,CHEMBL5748,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,True
18130096,CHEMBL4028922,CHEMBL4088899,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006861,CHEMBL5748,CC(=O)O.NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,True
18130097,CHEMBL4028922,CHEMBL1440,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006862,CHEMBL5748,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,True
18130098,CHEMBL4028922,CHEMBL964,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006863,CHEMBL5748,CCN(CC)C(=S)SSC(=S)N(CC)CC,True
18130099,CHEMBL4028922,CHEMBL190,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006864,CHEMBL5748,Cn1c(=O)c2[nH]cnc2n(C)c1=O,True
18130100,CHEMBL4028922,CHEMBL375492,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006865,CHEMBL5748,CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1,True
18130101,CHEMBL4028922,CHEMBL1236282,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006866,CHEMBL5748,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,True
18130102,CHEMBL4028922,CHEMBL671,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006867,CHEMBL5748,S=P(N1CC1)(N1CC1)N1CC1,True
18130103,CHEMBL4028922,CHEMBL84158,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006868,CHEMBL5748,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,True
18130104,CHEMBL4028922,CHEMBL1717,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006869,CHEMBL5748,Cl.Clc1ccccc1CN1CCc2sccc2C1,True
18130105,CHEMBL4028922,CHEMBL376140,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006870,CHEMBL5748,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,True
18130106,CHEMBL4028922,CHEMBL47298,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006871,CHEMBL5748,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,True
18130107,CHEMBL4028922,CHEMBL499,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006872,CHEMBL5748,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,True
18130108,CHEMBL4028922,CHEMBL1220,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006873,CHEMBL5748,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,True
18130109,CHEMBL4028922,CHEMBL1079,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006874,CHEMBL5748,Clc1ccc2nsnc2c1NC1=NCCN1,True
18130110,CHEMBL4028922,CHEMBL1747,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006875,CHEMBL5748,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,True
18130111,CHEMBL4028922,CHEMBL782,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006876,CHEMBL5748,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,True
18130112,CHEMBL4028922,CHEMBL83668,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006877,CHEMBL5748,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,True
