activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id,smiles
183885,CHEMBL700928,CHEMBL169038,EC50,1150.0,nM,=,,,,5.94,,,,,CHEMBL1149217,329449,CHEMBL2096972,O=[N+]([O-])c1c(C(F)(F)F)n[nH]c1-c1ccc(F)cc1F
190219,CHEMBL700928,CHEMBL167508,EC50,30000.0,nM,=,,,,4.52,,,,,CHEMBL1149217,329452,CHEMBL2096972,O=[N+]([O-])c1c(C(F)(F)F)n[nH]c1-c1ccccc1
191147,CHEMBL810541,CHEMBL3350270,IC50,460.0,nM,=,,,,6.34,,,,"{'bei': '21.57', 'le': '0.51', 'lle': '4.08', 'sei': '8.98'}",CHEMBL1135780,256275,CHEMBL2096972,CC[C@H](C)NC1=NS(=O)(=O)c2sc(Cl)cc2N1
195728,CHEMBL810541,CHEMBL2111887,IC50,640.0,nM,=,,,,6.19,,,,"{'bei': '21.08', 'le': '0.50', 'lle': '3.93', 'sei': '8.78'}",CHEMBL1135780,256276,CHEMBL2096972,CC[C@@H](C)NC1=NS(=O)(=O)c2sc(Cl)cc2N1
199194,CHEMBL810541,CHEMBL131971,IC50,340.0,nM,=,,,,6.47,,,,"{'bei': '23.12', 'le': '0.55', 'lle': '4.60', 'sei': '9.17'}",CHEMBL1135780,256278,CHEMBL2096972,CC(C)NC1=NS(=O)(=O)c2sc(Cl)cc2N1
203321,CHEMBL700928,CHEMBL353185,EC50,540.0,nM,=,,,,6.27,,,,,CHEMBL1149217,329447,CHEMBL2096972,O=[N+]([O-])c1c(C(F)(F)F)n[nH]c1-c1ccc(C(F)(F)F)cc1C(F)(F)F
204181,CHEMBL810541,CHEMBL135191,IC50,320.0,nM,=,,,,6.5,,,,"{'bei': '22.26', 'le': '0.52', 'lle': '4.48', 'sei': '9.20'}",CHEMBL1135780,256292,CHEMBL2096972,CC1(NC2=NS(=O)(=O)c3sc(Cl)cc3N2)CC1
206934,CHEMBL700928,CHEMBL354554,EC50,70.0,nM,=,,,,7.16,,,,,CHEMBL1149217,329450,CHEMBL2096972,O=[N+]([O-])c1ccc(-c2[nH]nc(C(F)(F)F)c2[N+](=O)[O-])c([N+](=O)[O-])c1
208097,CHEMBL700928,CHEMBL181,EC50,8800.0,nM,=,,,,5.06,,,,,CHEMBL1149217,329446,CHEMBL2096972,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
213547,CHEMBL810541,CHEMBL133596,IC50,2270.0,nM,=,,,,5.64,,,,"{'bei': '20.17', 'le': '0.48', 'lle': '3.77', 'sei': '8.00'}",CHEMBL1135780,256295,CHEMBL2096972,CCCNC1=NS(=O)(=O)c2sc(Cl)cc2N1
