activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id,smiles
11000859,CHEMBL2077067,CHEMBL1162492,IC50,200.0,nM,=,,,,6.7,inhibitor [IC50=0.2uM],,,,CHEMBL2073753,1671504,CHEMBL1743128,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OS(=O)(=O)O
11000955,CHEMBL2077068,CHEMBL285913,IC50,10000.0,nM,=,,,,5.0,inhibitor [IC50=10uM],,,,CHEMBL2074007,1671773,CHEMBL1743128,COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2
11000956,CHEMBL2077068,CHEMBL15177,IC50,10000.0,nM,=,,,,5.0,inhibitor [IC50=10uM],,,,CHEMBL2074007,1671774,CHEMBL1743128,CN(C)C(=O)CCSC(SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
11000957,CHEMBL2078156,CHEMBL2074644,IC50,10000.0,nM,=,,,,5.0,inhibitor [IC50=10uM],,,,CHEMBL2073753,1671775,CHEMBL1743128,C[C@H](CCC(=O)NCCS(=O)(=O)O)C1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C
11000958,CHEMBL2078156,CHEMBL260315,IC50,10000.0,nM,=,,,,5.0,inhibitor [IC50=10uM],,,,CHEMBL2073753,1671776,CHEMBL1743128,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C
11000959,CHEMBL2078156,CHEMBL2074584,IC50,10000.0,nM,=,,,,5.0,inhibitor [IC50=10uM],,,,CHEMBL2073753,1671777,CHEMBL1743128,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C
11001337,CHEMBL2077068,CHEMBL192,IC50,20000.0,nM,=,,,,4.7,inhibitor [IC50=20uM],,,,CHEMBL2074007,1672072,CHEMBL1743128,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12
11001338,CHEMBL2077068,CHEMBL126075,IC50,20000.0,nM,=,,,,4.7,inhibitor [IC50=20uM],,,,CHEMBL2074007,1672073,CHEMBL1743128,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC
11001339,CHEMBL2078156,CHEMBL408701,IC50,20000.0,nM,=,,,,4.7,inhibitor [IC50=20uM],,,,CHEMBL2073753,1672074,CHEMBL1743128,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
11001396,CHEMBL2077068,CHEMBL932,IC50,2000.0,nM,=,,,,5.7,inhibitor [IC50=2uM],,,,CHEMBL2074007,1672110,CHEMBL1743128,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
11001397,CHEMBL2077531,CHEMBL1162492,IC50,2000.0,nM,=,,,,5.7,inhibitor [IC50=2uM],,,,CHEMBL2073753,1671504,CHEMBL1743128,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OS(=O)(=O)O
11001429,CHEMBL2077067,CHEMBL1697724,IC50,30000.0,nM,=,,,,4.52,inhibitor [IC50=30uM],,,,CHEMBL2073753,1672332,CHEMBL1743128,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
11001462,CHEMBL2078640,CHEMBL259898,IC50,3000.0,nM,=,,,,5.52,inhibitor [IC50=3uM],,,,CHEMBL2073968,1672344,CHEMBL1743128,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
11001751,CHEMBL2077531,CHEMBL494753,IC50,45000.0,nM,=,,,,4.35,inhibitor [IC50=45uM],,,,CHEMBL2073753,1672374,CHEMBL1743128,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O
11001782,CHEMBL2077531,CHEMBL3349339,IC50,50000.0,nM,=,,,,4.3,inhibitor [IC50=50uM],,,,CHEMBL2073753,1672389,CHEMBL1743128,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CC[C@H]2O
