activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id,smiles
2395828,CHEMBL1006149,CHEMBL1159,EC50,3540.0,nM,=,,,,5.45,,,,"{'bei': '22.22', 'le': '0.41', 'lle': '3.10', 'sei': '7.46'}",CHEMBL1140878,729110,CHEMBL1971,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C
2395829,CHEMBL1006149,CHEMBL11458,EC50,230.0,nM,=,,,,6.64,,,,"{'bei': '28.70', 'le': '0.53', 'lle': '4.53', 'sei': '9.08'}",CHEMBL1140878,729111,CHEMBL1971,CCC(C)(C)/N=C(\NC#N)Nc1cccnc1
2395830,CHEMBL1006149,CHEMBL49035,EC50,1250.0,nM,=,,,,5.9,,,,"{'bei': '20.62', 'le': '0.38', 'lle': '4.15', 'sei': '8.02'}",CHEMBL1140878,729112,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2C(N2CCCC2=O)C1O
2395831,CHEMBL1006149,CHEMBL454369,EC50,310.0,nM,=,,,,6.51,,,,"{'bei': '18.19', 'le': '0.36', 'lle': '2.87', 'sei': '8.18'}",CHEMBL1140878,729113,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2C(OC(=O)c2cccc(Cl)c2)C1O
2395832,CHEMBL1006149,CHEMBL455407,EC50,120.0,nM,=,,,,6.92,,,,"{'bei': '19.40', 'le': '0.38', 'lle': '3.71', 'sei': '8.40'}",CHEMBL1140878,729211,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2C(NC(=O)c2cccc(Cl)c2)C1O
2395833,CHEMBL1006149,CHEMBL509950,EC50,2070.0,nM,=,,,,5.68,,,,"{'bei': '15.93', 'le': '0.31', 'lle': '2.47', 'sei': '6.90'}",CHEMBL1140878,729212,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@H](NC(=O)c2cccc(Cl)c2)[C@H]1O
2395834,CHEMBL1006149,CHEMBL455408,EC50,70.0,nM,=,,,,7.16,,,,"{'bei': '20.05', 'le': '0.39', 'lle': '3.94', 'sei': '8.69'}",CHEMBL1140878,729213,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](NC(=O)c2cccc(Cl)c2)[C@@H]1O
2395835,CHEMBL1006149,CHEMBL508050,EC50,780.0,nM,=,,,,6.11,,,,"{'bei': '17.12', 'le': '0.33', 'lle': '2.90', 'sei': '7.42'}",CHEMBL1140878,729214,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2C(NC(=O)c2ccc(Cl)cc2)C1O
2395836,CHEMBL1006149,CHEMBL453377,EC50,21100.0,nM,=,,,,4.68,,,,"{'bei': '13.46', 'le': '0.25', 'lle': '2.25', 'sei': '4.41'}",CHEMBL1140878,729215,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2C(NC(=O)c2ccc(C#N)cc2)C1O
2395837,CHEMBL1006149,CHEMBL454166,EC50,810.0,nM,=,,,,6.09,,,,"{'bei': '16.63', 'le': '0.31', 'lle': '3.80', 'sei': '6.04'}",CHEMBL1140878,729378,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](NC(=O)c2ccc3c(c2)OCO3)[C@@H]1O
2395838,CHEMBL1006149,CHEMBL508490,EC50,7060.0,nM,=,,,,5.15,,,,"{'bei': '13.17', 'le': '0.27', 'lle': '1.28', 'sei': '6.26'}",CHEMBL1140878,729379,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](NC(=O)c2ccc(Cl)c(Cl)c2)[C@@H]1O
2395839,CHEMBL1006149,CHEMBL454168,EC50,560.0,nM,=,,,,6.25,,,,"{'bei': '17.47', 'le': '0.34', 'lle': '3.64', 'sei': '6.56'}",CHEMBL1140878,729380,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](NC(=O)c2cnccc2Cl)[C@@H]1O
2395840,CHEMBL1006149,CHEMBL454169,EC50,1540.0,nM,=,,,,5.81,,,,"{'bei': '14.80', 'le': '0.31', 'lle': '3.05', 'sei': '5.85'}",CHEMBL1140878,729381,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](NS(=O)(=O)c2cccc(Cl)c2)[C@@H]1O
2395841,CHEMBL1006149,CHEMBL508720,EC50,18600.0,nM,=,,,,4.73,,,,"{'bei': '13.27', 'le': '0.26', 'lle': '1.78', 'sei': '5.74'}",CHEMBL1140878,729382,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](NP(C)(=O)c2ccccc2)[C@@H]1O
2395842,CHEMBL1006149,CHEMBL462143,EC50,1500.0,nM,=,,,,5.82,,,,"{'bei': '15.33', 'le': '0.29', 'lle': '1.62', 'sei': '8.19'}",CHEMBL1140878,729458,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](n2nccc2-c2ccc(Cl)cc2)[C@@H]1O
2395843,CHEMBL1006149,CHEMBL449849,EC50,2750.0,nM,=,,,,5.56,,,,"{'bei': '14.64', 'le': '0.28', 'lle': '1.36', 'sei': '7.82'}",CHEMBL1140878,729459,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](n2ccnc2-c2ccc(Cl)cc2)[C@@H]1O
2395844,CHEMBL1006149,CHEMBL461799,EC50,7450.0,nM,=,,,,5.13,,,,"{'bei': '13.50', 'le': '0.26', 'lle': '0.93', 'sei': '7.22'}",CHEMBL1140878,729460,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](n2cncc2-c2ccc(Cl)cc2)[C@@H]1O
2395846,CHEMBL1006149,CHEMBL517128,EC50,13000.0,nM,=,,,,4.89,,,,"{'bei': '14.15', 'le': '0.26', 'lle': '1.35', 'sei': '6.87'}",CHEMBL1140878,729462,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](n2ccnc2-c2ccccc2)[C@@H]1O
2395848,CHEMBL1006149,CHEMBL460738,EC50,12900.0,nM,=,,,,4.89,,,,"{'bei': '15.21', 'le': '0.28', 'lle': '1.82', 'sei': '8.13'}",CHEMBL1140878,729562,CHEMBL1971,CC1(C)Oc2ccncc2[C@@H](n2ccnc2-c2ccccc2)[C@@H]1O
2395849,CHEMBL1006149,CHEMBL460739,EC50,4330.0,nM,=,,,,5.36,,,,"{'bei': '15.07', 'le': '0.29', 'lle': '1.64', 'sei': '8.91'}",CHEMBL1140878,729563,CHEMBL1971,CC1(C)Oc2ccncc2[C@@H](n2ccnc2-c2ccc(Cl)cc2)[C@@H]1O
2395850,CHEMBL1006149,CHEMBL517878,EC50,1640.0,nM,=,,,,5.79,,,,"{'bei': '16.26', 'le': '0.32', 'lle': '2.07', 'sei': '9.61'}",CHEMBL1140878,729564,CHEMBL1971,CC1(C)Oc2ccncc2[C@@H](n2nccc2-c2ccc(Cl)cc2)[C@@H]1O
2395851,CHEMBL1006149,CHEMBL460911,EC50,13800.0,nM,=,,,,4.86,,,,"{'bei': '13.66', 'le': '0.27', 'lle': '1.14', 'sei': '8.08'}",CHEMBL1140878,729565,CHEMBL1971,CC1(C)Oc2ccncc2[C@@H](n2cncc2-c2ccc(Cl)cc2)[C@@H]1O
2395852,CHEMBL1006149,CHEMBL516977,EC50,3710.0,nM,=,,,,5.43,,,,"{'bei': '14.99', 'le': '0.27', 'lle': '2.95', 'sei': '4.89'}",CHEMBL1140878,729652,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](Nc2nc(=O)c3ccccc3[nH]2)[C@@H]1O
2395853,CHEMBL1006149,CHEMBL490683,EC50,2290.0,nM,=,,,,5.64,,,,"{'bei': '14.21', 'le': '0.28', 'lle': '2.51', 'sei': '5.08'}",CHEMBL1140878,729012,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](Nc2nc(=O)c3cc(Cl)ccc3[nH]2)[C@@H]1O
2395854,CHEMBL1006149,CHEMBL510637,EC50,16500.0,nM,=,,,,4.78,,,,"{'bei': '12.93', 'le': '0.25', 'lle': '0.74', 'sei': '5.24'}",CHEMBL1140878,729109,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](Nc2nc3cc(Cl)ccc3o2)[C@@H]1O
2395855,CHEMBL1006149,CHEMBL524131,EC50,2600.0,nM,=,,,,5.58,,,,"{'bei': '14.12', 'le': '0.27', 'lle': '1.39', 'sei': '6.13'}",CHEMBL1140878,729013,CHEMBL1971,CCOc1ccc2[nH]c(S[C@@H]3c4cc(C#N)ccc4OC(C)(C)[C@H]3O)nc2c1
2395856,CHEMBL1006149,CHEMBL490883,EC50,8440.0,nM,=,,,,5.07,,,,"{'bei': '13.73', 'le': '0.27', 'lle': '1.13', 'sei': '6.19'}",CHEMBL1140878,729014,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](Sc2nc3cc(F)ccc3[nH]2)[C@@H]1O
2395857,CHEMBL1006149,CHEMBL454398,EC50,3090.0,nM,=,,,,5.51,,,,"{'bei': '13.90', 'le': '0.27', 'lle': '1.80', 'sei': '4.41'}",CHEMBL1140878,729108,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](Sc2nc3cc([N+](=O)[O-])ccc3[nH]2)[C@@H]1O
2395858,CHEMBL1006149,CHEMBL517594,EC50,14700.0,nM,=,,,,4.83,,,,"{'bei': '12.52', 'le': '0.25', 'lle': '0.38', 'sei': '5.90'}",CHEMBL1140878,729653,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](Sc2nc3cc(Cl)ccc3[nH]2)[C@@H]1O
2395859,CHEMBL1006149,CHEMBL462140,EC50,7850.0,nM,=,,,,5.11,,,,"{'bei': '13.77', 'le': '0.27', 'lle': '1.11', 'sei': '5.77'}",CHEMBL1140878,729654,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](Oc2noc3cc(Cl)ccc23)[C@@H]1O
2395860,CHEMBL1006149,CHEMBL460740,EC50,16100.0,nM,=,,,,4.79,,,,"{'bei': '13.60', 'le': '0.26', 'lle': '0.97', 'sei': '6.36'}",CHEMBL1140878,729655,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](Oc2nsc3ccccc23)[C@@H]1O
2395861,CHEMBL1006149,CHEMBL517879,EC50,6180.0,nM,=,,,,5.21,,,,"{'bei': '14.09', 'le': '0.27', 'lle': '1.17', 'sei': '5.70'}",CHEMBL1140878,729656,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](Nc2noc3cc(Cl)ccc23)[C@@H]1O
2395862,CHEMBL1006149,CHEMBL452140,EC50,6850.0,nM,=,,,,5.16,,,,"{'bei': '14.00', 'le': '0.27', 'lle': '1.39', 'sei': '5.50'}",CHEMBL1140878,729741,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](Nc2n[nH]c3ccc(Cl)cc23)[C@@H]1O
2395863,CHEMBL1006149,CHEMBL514782,EC50,1370.0,nM,=,,,,5.86,,,,"{'bei': '12.09', 'le': '0.24', 'lle': '0.86', 'sei': '5.77'}",CHEMBL1140878,729742,CHEMBL1971,CC1(C)Oc2ccc(S(=O)(=O)c3ccccc3)cc2[C@@H](Nc2noc3ccc(Cl)cc23)[C@@H]1O
2395864,CHEMBL1006149,CHEMBL473749,EC50,7770.0,nM,=,,,,5.11,,,,"{'bei': '10.16', 'le': '0.21', 'lle': '-0.03', 'sei': '5.03'}",CHEMBL1140878,729743,CHEMBL1971,CC1(C)Oc2ccc(S(=O)(=O)c3cccc(F)c3)cc2[C@@H](Nc2noc3ccc(Cl)cc23)[C@@H]1O
2395866,CHEMBL1006149,CHEMBL473132,EC50,24800.0,nM,=,,,,4.61,,,,"{'bei': '11.13', 'le': '0.24', 'lle': '-0.86', 'sei': '6.82'}",CHEMBL1140878,729817,CHEMBL1971,CC1(C)Oc2cc(Cl)c(Cl)cc2[C@@H](Nc2noc3ccc(Cl)cc23)[C@@H]1O
2395867,CHEMBL1006149,CHEMBL473133,EC50,20400.0,nM,=,,,,4.69,,,,"{'bei': '10.45', 'le': '0.20', 'lle': '-0.71', 'sei': '5.54'}",CHEMBL1140878,729818,CHEMBL1971,CC1(C)Oc2ccc(C(=O)c3ccccc3)cc2[C@@H](Nc2noc3ccc(Cl)cc23)[C@@H]1O
2395868,CHEMBL1006149,CHEMBL513987,EC50,6940.0,nM,=,,,,5.16,,,,"{'bei': '15.34', 'le': '0.28', 'lle': '2.57', 'sei': '5.84'}",CHEMBL1140878,729819,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](n2oc3ccccc3c2=O)[C@@H]1O
2395869,CHEMBL1006149,CHEMBL473744,EC50,670.0,nM,=,,,,6.17,,,,"{'bei': '16.65', 'le': '0.32', 'lle': '2.93', 'sei': '6.98'}",CHEMBL1140878,729820,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](n2oc3cc(Cl)ccc3c2=O)[C@@H]1O
2395870,CHEMBL1006149,CHEMBL516207,EC50,2440.0,nM,=,,,,5.61,,,,"{'bei': '15.14', 'le': '0.29', 'lle': '2.37', 'sei': '6.35'}",CHEMBL1140878,729821,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](n2oc3ccc(Cl)cc3c2=O)[C@@H]1O
2395871,CHEMBL1006149,CHEMBL515715,EC50,14100.0,nM,=,,,,4.85,,,,"{'bei': '13.76', 'le': '0.26', 'lle': '1.79', 'sei': '6.45'}",CHEMBL1140878,729929,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](n2sc3ccccc3c2=O)[C@@H]1O
2395872,CHEMBL1006149,CHEMBL473540,EC50,4100.0,nM,=,,,,5.39,,,,"{'bei': '13.56', 'le': '0.26', 'lle': '2.43', 'sei': '4.55'}",CHEMBL1140878,729930,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](n2sc3cc([N+](=O)[O-])ccc3c2=O)[C@@H]1O
2395873,CHEMBL1006149,CHEMBL473941,EC50,750.0,nM,=,,,,6.12,,,,"{'bei': '12.60', 'le': '0.25', 'lle': '1.92', 'sei': '6.20'}",CHEMBL1140878,729931,CHEMBL1971,CC1(C)Oc2ccc(S(=O)(=O)c3ccccc3)cc2[C@@H](n2oc3cc(Cl)ccc3c2=O)[C@@H]1O
2395874,CHEMBL1006149,CHEMBL514789,EC50,1560.0,nM,=,,,,5.81,,,,"{'bei': '11.95', 'le': '0.24', 'lle': '1.61', 'sei': '5.88'}",CHEMBL1140878,729932,CHEMBL1971,CC1(C)Oc2ccc(S(=O)(=O)c3ccccc3)cc2[C@@H](n2oc3ccc(Cl)cc3c2=O)[C@@H]1O
2395875,CHEMBL1006149,CHEMBL523312,EC50,1080.0,nM,=,,,,5.97,,,,"{'bei': '12.10', 'le': '0.25', 'lle': '2.43', 'sei': '5.85'}",CHEMBL1140878,730007,CHEMBL1971,CC1(C)Oc2ccc(S(=O)(=O)N3CCCCC3)cc2[C@@H](n2oc3cc(Cl)ccc3c2=O)[C@@H]1O
2395876,CHEMBL1006149,CHEMBL491479,EC50,820.0,nM,=,,,,6.09,,,,"{'bei': '12.65', 'le': '0.26', 'lle': '2.69', 'sei': '5.97'}",CHEMBL1140878,730008,CHEMBL1971,CCN(CC)S(=O)(=O)c1ccc2c(c1)[C@@H](n1oc3ccc(Cl)cc3c1=O)[C@H](O)C(C)(C)O2
2395877,CHEMBL1006149,CHEMBL491674,EC50,10300.0,nM,=,,,,4.99,,,,"{'bei': '12.03', 'le': '0.26', 'lle': '0.31', 'sei': '7.72'}",CHEMBL1140878,730009,CHEMBL1971,CC1(C)Oc2cc(Cl)c(Cl)cc2[C@@H](n2oc3cc(Cl)ccc3c2=O)[C@@H]1O
2395878,CHEMBL1006149,CHEMBL492076,EC50,6450.0,nM,=,,,,5.19,,,,"{'bei': '11.54', 'le': '0.22', 'lle': '0.59', 'sei': '6.36'}",CHEMBL1140878,730010,CHEMBL1971,CC1(C)Oc2ccc(C(=O)c3ccccc3)cc2[C@@H](n2oc3cc(Cl)ccc3c2=O)[C@@H]1O
2395879,CHEMBL1006149,CHEMBL491281,EC50,7330.0,nM,=,,,,5.13,,,,"{'bei': '9.95', 'le': '0.20', 'lle': '0.92', 'sei': '4.76'}",CHEMBL1140878,730093,CHEMBL1971,COc1ccc(S(=O)(=O)c2ccc3c(c2)[C@@H](n2oc4cc(Cl)ccc4c2=O)[C@H](O)C(C)(C)O3)cc1
2395880,CHEMBL1006149,CHEMBL523142,EC50,7990.0,nM,=,,,,5.1,,,,"{'bei': '9.80', 'le': '0.20', 'lle': '0.24', 'sei': '5.16'}",CHEMBL1140878,730094,CHEMBL1971,CC1(C)Oc2ccc(S(=O)(=O)c3ccc(Cl)cc3)cc2[C@@H](n2oc3cc(Cl)ccc3c2=O)[C@@H]1O
2395881,CHEMBL1006149,CHEMBL491471,EC50,1710.0,nM,=,,,,5.77,,,,"{'bei': '11.44', 'le': '0.23', 'lle': '1.43', 'sei': '5.84'}",CHEMBL1140878,730095,CHEMBL1971,CC1(C)Oc2ccc(S(=O)(=O)c3cccc(F)c3)cc2[C@@H](n2oc3cc(Cl)ccc3c2=O)[C@@H]1O
2395882,CHEMBL1006149,CHEMBL491472,EC50,3160.0,nM,=,,,,5.5,,,,"{'bei': '14.37', 'le': '0.28', 'lle': '2.42', 'sei': '6.07'}",CHEMBL1140878,730096,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](N2C(=O)c3ccc(Cl)cc3C2=O)[C@@H]1O
2395883,CHEMBL1006149,CHEMBL521608,EC50,6040.0,nM,=,,,,5.22,,,,"{'bei': '14.94', 'le': '0.27', 'lle': '3.40', 'sei': '5.04'}",CHEMBL1140878,730196,CHEMBL1971,CC1(C)Oc2ccc(C#N)cc2[C@@H](N2C(=O)c3ccncc3C2=O)[C@@H]1O
