activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id,smiles
10996808,CHEMBL2075325,CHEMBL495936,Km,260.0,nM,=,,,,,substrate [Km=0.26uM],,,,CHEMBL2073997,1669746,CHEMBL5748,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O
10996838,CHEMBL2077875,CHEMBL2074720,Km,700.0,nM,=,,,,,substrate [Km=0.7uM],,,,CHEMBL2074447,1669764,CHEMBL5748,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3OC(C(=O)O)[C@@H](O)C(O)C3O)c(CCC(=O)O)c2C)NC1=O
10996845,CHEMBL2077875,CHEMBL3038248,Km,900.0,nM,=,,,,,substrate [Km=0.9uM],,,,CHEMBL2074447,1669759,CHEMBL5748,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)c(CCC(=O)O[C@@H]3O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]3O)c2C)NC1=O
10996930,CHEMBL2077627,CHEMBL159,Km,137300.0,nM,=,,,,,substrate [Km=137.3uM],,,,CHEMBL2073914,1670050,CHEMBL5748,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
10996942,CHEMBL2076879,CHEMBL2074599,Km,14100.0,nM,=,,,,,substrate [Km=14.1uM],,,,CHEMBL2073772,1670059,CHEMBL5748,CNc1nc2c(Cc3cccnc3)c(C)c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(C)c2s1
11000114,CHEMBL2075328,CHEMBL213947,Km,16900.0,nM,=,,,,,substrate [Km=16.9uM],,,,CHEMBL2074293,1670078,CHEMBL5748,N[C@@H](CCC(=O)N[C@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O
11000155,CHEMBL2076879,CHEMBL213947,Km,193000.0,nM,=,,,,,substrate [Km=193uM],,,,CHEMBL2073772,1670110,CHEMBL5748,N[C@@H](CCC(=O)N[C@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O
11000161,CHEMBL2075326,CHEMBL495936,Km,1000.0,nM,=,,,,,substrate [Km=1uM],,,,CHEMBL2074551,1669771,CHEMBL5748,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O
11000326,CHEMBL2077619,CHEMBL2074825,Km,35100.0,nM,=,,,,,substrate [Km=35.1uM],,,,CHEMBL2074000,1670619,CHEMBL5748,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)ccc4[C@H]3CC[C@@]21C
11000710,CHEMBL2077630,CHEMBL44657,Km,616540.0,nM,=,,,,,substrate [Km=616.54uM],,,,CHEMBL2074524,1670389,CHEMBL5748,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
11000732,CHEMBL2075326,CHEMBL1697724,Km,7200.0,nM,=,,,,,substrate [Km=7.2uM],,,,CHEMBL2074551,1670724,CHEMBL5748,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
