activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id,smiles
2392387,CHEMBL957857,CHEMBL495936,Km,97.0,nM,=,,,,,,,,,CHEMBL1140936,728017,CHEMBL3004,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O
2392388,CHEMBL957857,CHEMBL508538,Km,320.0,nM,=,,,,,,,,,CHEMBL1140936,728107,CHEMBL3004,N[C@@H](CCC(=O)N[C@@H](CS[As](SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
2392389,CHEMBL957857,CHEMBL1543,Km,5000000.0,nM,=,,,,,,,,,CHEMBL1140936,728106,CHEMBL3004,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O
2392390,CHEMBL957857,CHEMBL509919,Km,12000.0,nM,=,,,,,,,,,CHEMBL1140936,728021,CHEMBL3004,Cc1ccc(N(CC(=O)O)CC(=O)O)c(OCCOc2cc(-c3c4cc(Cl)c(=O)cc-4oc4cc(O)c(Cl)cc34)ccc2N(CC(=O)O)CC(=O)O)c1
2392391,CHEMBL957857,CHEMBL1372,Km,93000.0,nM,=,,,,,,,,,CHEMBL1140936,728020,CHEMBL3004,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
10996785,CHEMBL2076531,CHEMBL2074718,Km,50.0,nM,=,,,,,substrate [Km=0.05uM],,,,CHEMBL2074368,1669558,CHEMBL3004,CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)Cc1c(OC(C)=O)ccc2c1Oc1c(ccc(OC(C)=O)c1CN(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O)C21OC(=O)c2ccccc21
10996792,CHEMBL2076061,CHEMBL495936,Km,97.0,nM,=,,,,,substrate [Km=0.097uM],,,,CHEMBL2074072,1669563,CHEMBL3004,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O
10996793,CHEMBL2076371,CHEMBL495936,Km,98.0,nM,=,,,,,substrate [Km=0.098uM],,,,CHEMBL2073844,1669559,CHEMBL3004,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O
10996795,CHEMBL2075719,CHEMBL495936,Km,125.0,nM,=,,,,,substrate [Km=0.125uM],,,,CHEMBL2073916,1669565,CHEMBL3004,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O
10996798,CHEMBL2076368,CHEMBL495936,Km,135.0,nM,=,,,,,substrate [Km=0.135uM],,,,CHEMBL2073913,1669567,CHEMBL3004,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O
