activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id
10996886,CHEMBL2076877,CHEMBL2074759,Km,11400.0,nM,=,,,,,substrate [Km=11.4uM],,,,CHEMBL2074307,1669802,CHEMBL2073669
11000125,CHEMBL2076877,CHEMBL1697724,Km,17700.0,nM,=,,,,,substrate [Km=17.7uM],,,,CHEMBL2074307,1670087,CHEMBL2073669
11000132,CHEMBL2076878,CHEMBL1679,Km,1740000.0,nM,=,,,,,substrate [Km=1740uM],,,,CHEMBL2073963,1670092,CHEMBL2073669
11000156,CHEMBL2076878,CHEMBL1622,Km,1960000.0,nM,=,,,,,substrate [Km=1960uM],,,,CHEMBL2073963,1670111,CHEMBL2073669
11000181,CHEMBL2075317,CHEMBL2074756,Km,2900.0,nM,=,,,,,substrate [Km=2.9uM],,,,CHEMBL2074012,1669776,CHEMBL2073669
11000220,CHEMBL2077089,CHEMBL411070,Km,248000.0,nM,=,,,,,substrate [Km=248uM],,,,CHEMBL2074270,1670382,CHEMBL2073669
11000225,CHEMBL2077089,CHEMBL1697724,Km,25600.0,nM,=,,,,,substrate [Km=25.6uM],,,,CHEMBL2074270,1670385,CHEMBL2073669
11000260,CHEMBL2075316,CHEMBL1697724,Km,29000.0,nM,=,,,,,substrate [Km=29uM],,,,CHEMBL2073843,1670406,CHEMBL2073669
11000297,CHEMBL2075316,CHEMBL224867,Km,30000.0,nM,=,,,,,substrate [Km=30uM],,,,CHEMBL2073843,1672363,CHEMBL2073669
11000598,CHEMBL2077551,CHEMBL1697724,Km,42900.0,nM,=,,,,,substrate [Km=42.9uM],,,,CHEMBL2073954,1670441,CHEMBL2073669
11000636,CHEMBL2077089,CHEMBL495936,Km,5300.0,nM,=,,,,,substrate [Km=5.3uM],,,,CHEMBL2074270,1670678,CHEMBL2073669
11000648,CHEMBL2077089,CHEMBL213947,Km,5700.0,nM,=,,,,,substrate [Km=5.7uM],,,,CHEMBL2074270,1670686,CHEMBL2073669
11000714,CHEMBL2076878,CHEMBL34259,Km,620000.0,nM,=,,,,,substrate [Km=620uM],,,,CHEMBL2073963,1670369,CHEMBL2073669
11000757,CHEMBL2077089,CHEMBL34259,Km,776000.0,nM,=,,,,,substrate [Km=776uM],,,,CHEMBL2074270,1670965,CHEMBL2073669
11000787,CHEMBL2076172,CHEMBL2074825,Km,9200.0,nM,=,,,,,substrate [Km=9.2uM],,,,CHEMBL2074000,1670619,CHEMBL2073669
11000801,CHEMBL2075317,CHEMBL34259,Km,910000.0,nM,=,,,,,substrate [Km=910uM],,,,CHEMBL2074012,1670993,CHEMBL2073669
