activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id
11000480,CHEMBL2076226,CHEMBL772,IC50,10200.0,nM,=,,,,4.99,inhibitor [IC50 = 10.2 u M (Hill coefficient = 4.7)],,,,CHEMBL2074066,1671175,CHEMBL6020
11000481,CHEMBL2076242,CHEMBL159,IC50,114700.0,nM,=,,,,,inhibitor [IC50 = 114.7 u M (Hill coefficient = 3.4)],Outside typical range,,,CHEMBL2074066,1671176,CHEMBL6020
11000482,CHEMBL2076226,CHEMBL437765,IC50,12200.0,nM,=,,,,4.91,inhibitor [IC50 = 12.2 u M (Hill coefficient = 1.6)],,,,CHEMBL2074066,1671177,CHEMBL6020
11000483,CHEMBL2076226,CHEMBL472,IC50,146500.0,nM,=,,,,,inhibitor [IC50 = 146.5 u M (Hill coefficient = 2.9)],Outside typical range,,,CHEMBL2074066,1671178,CHEMBL6020
11000484,CHEMBL2076242,CHEMBL83,IC50,15400.0,nM,=,,,,4.81,inhibitor [IC50 = 15.4 u M (Hill coefficient = 4.1)],,,,CHEMBL2074066,1671179,CHEMBL6020
11000485,CHEMBL2076226,CHEMBL103,IC50,17300.0,nM,=,,,,4.76,inhibitor [IC50 = 17.3 u M (Hill coefficient = 1.0)],,,,CHEMBL2074066,1671180,CHEMBL6020
11000486,CHEMBL2076226,CHEMBL6966,IC50,178900.0,nM,=,,,,,inhibitor [IC50 = 178.9 u M (Hill coefficient = 2.6)],Outside typical range,,,CHEMBL2074066,1671181,CHEMBL6020
11000487,CHEMBL2076226,CHEMBL408701,IC50,189200.0,nM,=,,,,,inhibitor [IC50 = 189.2 u M (Hill coefficient = 13.7)],Outside typical range,,,CHEMBL2074066,1671182,CHEMBL6020
11000488,CHEMBL2076242,CHEMBL437765,IC50,206500.0,nM,=,,,,,inhibitor [IC50 = 206.5 u M (Hill coefficient = 2.0)],Outside typical range,,,CHEMBL2074066,1671177,CHEMBL6020
11000489,CHEMBL2076242,CHEMBL297453,IC50,214000.0,nM,=,,,,,inhibitor [IC50 = 214.0 u M (Hill coefficient = 2.5)],Outside typical range,,,CHEMBL2074066,1671183,CHEMBL6020
11000490,CHEMBL2076242,CHEMBL103,IC50,224600.0,nM,=,,,,,inhibitor [IC50 = 224.6 u M (Hill coefficient = 3.5)],Outside typical range,,,CHEMBL2074066,1671180,CHEMBL6020
11000491,CHEMBL2076226,CHEMBL83,IC50,23300.0,nM,=,,,,4.63,inhibitor [IC50 = 23.3 u M (Hill coefficient = 5.1)],,,,CHEMBL2074066,1671179,CHEMBL6020
11000492,CHEMBL2076242,CHEMBL428647,IC50,26800.0,nM,=,,,,4.57,inhibitor [IC50 = 26.8 u M (Hill coefficient = 4.2)],,,,CHEMBL2074066,1671184,CHEMBL6020
11000493,CHEMBL2076242,CHEMBL472,IC50,260100.0,nM,=,,,,,inhibitor [IC50 = 260.1 u M (Hill coefficient = 2.7)],Outside typical range,,,CHEMBL2074066,1671178,CHEMBL6020
11000494,CHEMBL2076226,CHEMBL1292,IC50,28700.0,nM,=,,,,4.54,inhibitor [IC50 = 28.7 u M (Hill coefficient = 1.4)],,,,CHEMBL2074066,1671185,CHEMBL6020
11000495,CHEMBL2076226,CHEMBL428647,IC50,28900.0,nM,=,,,,4.54,inhibitor [IC50 = 28.9 u M (Hill coefficient = 3.0)],,,,CHEMBL2074066,1671184,CHEMBL6020
11000496,CHEMBL2076242,CHEMBL71,IC50,30900.0,nM,=,,,,4.51,inhibitor [IC50 = 30.9 u M (Hill coefficient = 11.0)],,,,CHEMBL2074066,1671186,CHEMBL6020
11000497,CHEMBL2076226,CHEMBL71,IC50,33500.0,nM,=,,,,4.47,inhibitor [IC50 = 33.5 u M (Hill coefficient = 5.1)],,,,CHEMBL2074066,1671186,CHEMBL6020
11000498,CHEMBL2076226,CHEMBL159,IC50,62000.0,nM,=,,,,4.21,inhibitor [IC50 = 62.0 u M (Hill coefficient = 1.9)],,,,CHEMBL2074066,1671176,CHEMBL6020
11000499,CHEMBL2076226,CHEMBL157101,IC50,65400.0,nM,=,,,,4.18,inhibitor [IC50 = 65.4 u M (Hill coefficient = 2.6)],,,,CHEMBL2074066,1671187,CHEMBL6020
11000500,CHEMBL2076226,CHEMBL408,IC50,66400.0,nM,=,,,,4.18,inhibitor [IC50 = 66.4 u M (Hill coefficient = 2.1)],,,,CHEMBL2074066,1671188,CHEMBL6020
11000501,CHEMBL2076226,CHEMBL223643,IC50,7200.0,nM,=,,,,5.14,inhibitor [IC50 = 7.2 u M (Hill coefficient = 1.0)],,,,CHEMBL2074066,1671189,CHEMBL6020
11000502,CHEMBL2076242,CHEMBL160,IC50,7500.0,nM,=,,,,5.12,inhibitor [IC50 = 7.5 u M (Hill coefficient = 1.5)],,,,CHEMBL2074066,1671190,CHEMBL6020
