activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id
2357419,CHEMBL1006006,CHEMBL15177,IC50,10000.0,nM,=,,,,5.00,,,,"{'bei': '9.71', 'le': '0.20', 'lle': '-1.48', 'sei': '7.09'}",CHEMBL1150338,766582,CHEMBL5748
2359303,CHEMBL975399,CHEMBL510556,IC50,21500.0,nM,=,,,,4.67,,,,"{'bei': '13.02', 'le': '0.27', 'lle': '0.63', 'sei': '5.89'}",CHEMBL1140042,721841,CHEMBL5748
2359318,CHEMBL975399,CHEMBL160,IC50,13600.0,nM,=,,,,4.87,,,,"{'bei': '4.05', 'le': None, 'lle': None, 'sei': None}",CHEMBL1140042,746978,CHEMBL5748
2359319,CHEMBL975399,CHEMBL89768,IC50,20700.0,nM,=,,,,4.68,,,,"{'bei': '9.09', 'le': '0.19', 'lle': '-1.80', 'sei': '6.64'}",CHEMBL1140042,746977,CHEMBL5748
2359320,CHEMBL975399,CHEMBL6,IC50,235000.0,nM,=,,,,,,Outside typical range,,,CHEMBL1140042,746976,CHEMBL5748
2359321,CHEMBL975399,CHEMBL6966,IC50,200000.0,nM,>,,,,,,Outside typical range,,,CHEMBL1140042,721845,CHEMBL5748
2359322,CHEMBL975399,CHEMBL452312,IC50,200000.0,nM,>,,,,,,Outside typical range,,,CHEMBL1140042,721842,CHEMBL5748
2392348,CHEMBL957853,CHEMBL488910,IC50,50000.0,nM,>,,,,,,,,,CHEMBL1140935,727919,CHEMBL5748
2392349,CHEMBL957853,CHEMBL495936,IC50,150.0,nM,<,,,,,,,,,CHEMBL1140935,728016,CHEMBL5748
2392350,CHEMBL957853,CHEMBL15177,IC50,1000.0,nM,>,,,,,,,,,CHEMBL1140935,728015,CHEMBL5748
2392351,CHEMBL957853,CHEMBL500094,IC50,50000.0,nM,>,,,,,,,,,CHEMBL1140935,727932,CHEMBL5748
2392352,CHEMBL957853,CHEMBL456361,IC50,20000.0,nM,>,,,,,,,,,CHEMBL1140935,727928,CHEMBL5748
2392353,CHEMBL957853,CHEMBL501349,IC50,50000.0,nM,>,,,,,,,,,CHEMBL1140935,727927,CHEMBL5748
2392354,CHEMBL957853,CHEMBL457439,IC50,20000.0,nM,>,,,,,,,,,CHEMBL1140935,727926,CHEMBL5748
2392355,CHEMBL957853,CHEMBL455275,IC50,,,,,,,,Not Determined,,,,CHEMBL1140935,727925,CHEMBL5748
2392356,CHEMBL957853,CHEMBL506278,IC50,,,,,,,,Not Determined,,,,CHEMBL1140935,727924,CHEMBL5748
2392357,CHEMBL957853,CHEMBL502503,IC50,20000.0,nM,>,,,,,,,,,CHEMBL1140935,727923,CHEMBL5748
2692694,CHEMBL1062296,CHEMBL164,IC50,22000.0,nM,=,,,,4.66,,,,"{'bei': '14.64', 'le': '0.28', 'lle': '2.97', 'sei': '3.07'}",CHEMBL1152445,822657,CHEMBL5748
2692695,CHEMBL1062296,CHEMBL90568,IC50,50000.0,nM,>,,,,,,,,,CHEMBL1152445,822725,CHEMBL5748
2692696,CHEMBL1062296,CHEMBL214321,IC50,50000.0,nM,>,,,,,,,,,CHEMBL1152445,822724,CHEMBL5748
5308709,CHEMBL1692698,CHEMBL308954,IC50,7800.0,nM,=,,,,5.11,,,,"{'bei': '11.73', 'le': '0.25', 'lle': '0.39', 'sei': '4.23'}",CHEMBL1687850,1338566,CHEMBL5748
10844165,CHEMBL2013263,CHEMBL2013174,IC50,12000.0,nM,=,,,,4.92,,,,,CHEMBL2010675,1633938,CHEMBL5748
11000852,CHEMBL2075331,CHEMBL2074720,IC50,280.0,nM,=,,,,6.55,inhibitor [IC50=0.28uM],,,,CHEMBL2074539,1671492,CHEMBL5748
11000867,CHEMBL2075331,CHEMBL3038248,IC50,400.0,nM,=,,,,6.40,inhibitor [IC50=0.4uM],,,,CHEMBL2074539,1671496,CHEMBL5748
11001011,CHEMBL2078137,CHEMBL333687,IC50,15000.0,nM,=,,,,4.82,inhibitor [IC50=15 +/- 3uM],,,,CHEMBL2073750,1671812,CHEMBL5748
11001076,CHEMBL2078137,CHEMBL1201391,IC50,,,,,,,,is not an inhibitor [IC50=-(>100uM)],,,,CHEMBL2073750,1672120,CHEMBL5748
11001077,CHEMBL2078137,CHEMBL1201373,IC50,,,,,,,,is not an inhibitor [IC50=-(>100uM)],,,,CHEMBL2073750,1672345,CHEMBL5748
11001078,CHEMBL2078137,CHEMBL1790017,IC50,,,,,,,,is not an inhibitor [IC50=-(>100uM)],,,,CHEMBL2073750,1671523,CHEMBL5748
11001079,CHEMBL2078137,CHEMBL1144,IC50,,,,,,,,is not an inhibitor [IC50=-(>100uM)],,,,CHEMBL2073750,1671014,CHEMBL5748
11001081,CHEMBL2078137,CHEMBL503,IC50,,,,,,,,is not an inhibitor [IC50=-(>33uM)],,,,CHEMBL2073750,1671763,CHEMBL5748
11001143,CHEMBL2075103,CHEMBL2074730,Ki,,,,,,,,is not an inhibitor [Ki=No inhibition],,,,CHEMBL2073914,1671047,CHEMBL5748
11001144,CHEMBL2075102,CHEMBL1294,Ki,,,,,,,,is not an inhibitor [Ki=No inhibition],,,,CHEMBL2073914,1671048,CHEMBL5748
11001145,CHEMBL2077638,CHEMBL6966,Ki,,,,,,,,is not an inhibitor [Ki=No inhibition],,,,CHEMBL2073914,1671220,CHEMBL5748
11001285,CHEMBL2075114,CHEMBL1200633,IC50,18000.0,nM,=,,,,4.75,inhibitor [IC50=18+/- 5uM],,,,CHEMBL2074530,1672046,CHEMBL5748
11001345,CHEMBL2078137,CHEMBL159,IC50,21000.0,nM,=,,,,4.68,inhibitor [IC50=21uM],,,,CHEMBL2073750,1672078,CHEMBL5748
11001367,CHEMBL2078137,CHEMBL1064,IC50,25000.0,nM,=,,,,4.60,inhibitor [IC50=25 +/- 2uM],,,,CHEMBL2073750,1671764,CHEMBL5748
11001407,CHEMBL2075330,CHEMBL495936,IC50,3300.0,nM,=,,,,5.48,inhibitor [IC50=3.3uM],,,,CHEMBL2074311,1672118,CHEMBL5748
11001759,CHEMBL2075105,CHEMBL15177,IC50,4000.0,nM,=,,,,5.40,inhibitor [IC50=4uM],,,,CHEMBL2074311,1672378,CHEMBL5748
11001794,CHEMBL2075330,CHEMBL589366,IC50,58000.0,nM,=,,,,4.24,inhibitor [IC50=58uM],,,,CHEMBL2074311,1672396,CHEMBL5748
11002406,CHEMBL2077556,CHEMBL15177,Ki,13100.0,nM,=,,,,4.88,inhibitor [Ki=13.1uM],,,,CHEMBL2073997,1672983,CHEMBL5748
11002782,CHEMBL2077931,CHEMBL160,Ki,21000.0,nM,=,,,,4.68,inhibitor [Ki=21uM],,,,CHEMBL2074447,1672947,CHEMBL5748
11002822,CHEMBL2078561,CHEMBL15177,Ki,26400.0,nM,=,,,,4.58,inhibitor [Ki=26.4uM],,,,CHEMBL2073914,1669155,CHEMBL5748
11002836,CHEMBL2077556,CHEMBL1086218,Ki,28900.0,nM,=,,,,4.54,inhibitor [Ki=28.9uM],,,,CHEMBL2073997,1669163,CHEMBL5748
11002851,CHEMBL2078561,CHEMBL772,Ki,295000.0,nM,=,,,,,inhibitor [Ki=295uM],Outside typical range,,,CHEMBL2073914,1669175,CHEMBL5748
11002866,CHEMBL2077556,CHEMBL2074650,Ki,3700.0,nM,=,,,,5.43,inhibitor [Ki=3.7uM],,,,CHEMBL2073997,1669184,CHEMBL5748
11003116,CHEMBL2077556,CHEMBL160,Ki,4700.0,nM,=,,,,5.33,inhibitor [Ki=4.7uM],,,,CHEMBL2073997,1669231,CHEMBL5748
11003129,CHEMBL2075104,CHEMBL897,Ki,42200.0,nM,=,,,,4.38,inhibitor [Ki=42.2uM],,,,CHEMBL2074105,1669242,CHEMBL5748
11003162,CHEMBL2078561,CHEMBL178,Ki,49400.0,nM,=,,,,4.31,inhibitor [Ki=49.4uM],,,,CHEMBL2073914,1669455,CHEMBL5748
11003263,CHEMBL2078561,CHEMBL44657,Ki,756000.0,nM,=,,,,,inhibitor [Ki=756uM],Outside typical range,,,CHEMBL2073914,1669503,CHEMBL5748
