activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id
1513314,CHEMBL827234,CHEMBL365363,Km,4000.0,nM,=,,,,,,,,,CHEMBL1145253,392239,CHEMBL4302
1513440,CHEMBL828626,CHEMBL365363,Vmax,41.0,uM,=,,,,,,,,,CHEMBL1145253,392239,CHEMBL4302
1513444,CHEMBL827234,CHEMBL195059,Km,50000.0,nM,=,,,,,,,,,CHEMBL1145253,392240,CHEMBL4302
1513445,CHEMBL828626,CHEMBL195059,Vmax,48.0,uM,=,,,,,,,,,CHEMBL1145253,392240,CHEMBL4302
1513515,CHEMBL827234,CHEMBL372266,Km,8000.0,nM,=,,,,,,,,,CHEMBL1145253,394065,CHEMBL4302
1513516,CHEMBL828626,CHEMBL372266,Vmax,45.0,uM,=,,,,,,,,,CHEMBL1145253,394065,CHEMBL4302
1513578,CHEMBL827234,CHEMBL370277,Km,12000.0,nM,=,,,,,,,,,CHEMBL1145253,392263,CHEMBL4302
1513579,CHEMBL828626,CHEMBL370277,Vmax,47.0,uM,=,,,,,,,,,CHEMBL1145253,392263,CHEMBL4302
1513710,CHEMBL827234,CHEMBL365103,Km,35000.0,nM,=,,,,,,,,,CHEMBL1145253,392307,CHEMBL4302
1513711,CHEMBL828626,CHEMBL365103,Vmax,39.0,uM,=,,,,,,,,,CHEMBL1145253,392307,CHEMBL4302
1513715,CHEMBL827234,CHEMBL428647,Km,700.0,nM,=,,,,,,,,,CHEMBL1145253,392308,CHEMBL4302
1513716,CHEMBL828626,CHEMBL428647,Vmax,35.0,uM,=,,,,,,,,,CHEMBL1145253,392308,CHEMBL4302
1513718,CHEMBL827234,CHEMBL6966,Km,2000.0,nM,=,,,,,,,,,CHEMBL1145253,392331,CHEMBL4302
1513719,CHEMBL828626,CHEMBL6966,Vmax,65.0,uM,=,,,,,,,,,CHEMBL1145253,392331,CHEMBL4302
1515151,CHEMBL827234,CHEMBL195269,Km,40000.0,nM,=,,,,,,,,,CHEMBL1145253,392300,CHEMBL4302
1515152,CHEMBL828626,CHEMBL195269,Vmax,23.0,uM,=,,,,,,,,,CHEMBL1145253,392300,CHEMBL4302
1515156,CHEMBL827234,CHEMBL192446,Km,11000.0,nM,=,,,,,,,,,CHEMBL1145253,392301,CHEMBL4302
1515157,CHEMBL828626,CHEMBL192446,Vmax,35.0,uM,=,,,,,,,,,CHEMBL1145253,392301,CHEMBL4302
1515288,CHEMBL827234,CHEMBL192186,Km,28000.0,nM,=,,,,,,,,,CHEMBL1145253,392532,CHEMBL4302
1515289,CHEMBL828626,CHEMBL192186,Vmax,40.0,uM,=,,,,,,,,,CHEMBL1145253,392532,CHEMBL4302
1515293,CHEMBL827234,CHEMBL363157,Km,20000.0,nM,=,,,,,,,,,CHEMBL1145253,392261,CHEMBL4302
1515294,CHEMBL828626,CHEMBL363157,Vmax,23.0,uM,=,,,,,,,,,CHEMBL1145253,392261,CHEMBL4302
2512161,CHEMBL974428,CHEMBL450642,Km,87.0,nM,=,,,,,,,,,CHEMBL1138514,735121,CHEMBL4302
2512162,CHEMBL974428,CHEMBL492602,Km,350.0,nM,=,,,,,,,,,CHEMBL1138514,735119,CHEMBL4302
2512163,CHEMBL974428,CHEMBL495469,Km,360.0,nM,=,,,,,,,,,CHEMBL1138514,735044,CHEMBL4302
2512164,CHEMBL974428,CHEMBL522826,Km,410.0,nM,=,,,,,,,,,CHEMBL1138514,735120,CHEMBL4302
2512166,CHEMBL974428,CHEMBL457061,Km,680.0,nM,=,,,,,,,,,CHEMBL1138514,735043,CHEMBL4302
2512172,CHEMBL974428,CHEMBL523281,Km,1300.0,nM,=,,,,,,,,,CHEMBL1138514,734495,CHEMBL4302
2512175,CHEMBL974428,CHEMBL524107,Km,2000.0,nM,=,,,,,,,,,CHEMBL1138514,734800,CHEMBL4302
2512187,CHEMBL974428,CHEMBL491775,Km,3200.0,nM,=,,,,,,,,,CHEMBL1138514,734882,CHEMBL4302
2512188,CHEMBL974428,CHEMBL492131,Km,3200.0,nM,=,,,,,,,,,CHEMBL1138514,734965,CHEMBL4302
2512190,CHEMBL974428,CHEMBL491763,Km,3300.0,nM,=,,,,,,,,,CHEMBL1138514,734803,CHEMBL4302
2512191,CHEMBL974428,CHEMBL522469,Km,3400.0,nM,=,,,,,,,,,CHEMBL1138514,734716,CHEMBL4302
2512194,CHEMBL974428,CHEMBL489729,Km,3500.0,nM,=,,,,,,,,,CHEMBL1138514,734717,CHEMBL4302
2512197,CHEMBL974428,CHEMBL491100,Km,3900.0,nM,=,,,,,,,,,CHEMBL1138514,734802,CHEMBL4302
2512200,CHEMBL974428,CHEMBL491301,Km,4400.0,nM,=,,,,,,,,,CHEMBL1138514,734497,CHEMBL4302
2512203,CHEMBL974428,CHEMBL491942,Km,4900.0,nM,=,,,,,,,,,CHEMBL1138514,734883,CHEMBL4302
2512226,CHEMBL974428,CHEMBL515874,Km,8300.0,nM,=,,,,,,,,,CHEMBL1138514,734197,CHEMBL4302
2512227,CHEMBL974428,CHEMBL522593,Km,8300.0,nM,=,,,,,,,,,CHEMBL1138514,734600,CHEMBL4302
