activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id
305258,CHEMBL755182,CHEMBL2372464,IC50,11100.0,nM,=,,,,4.96,,,,"{'bei': '4.12', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274114,CHEMBL4302
306563,CHEMBL755182,CHEMBL2372489,IC50,15000.0,nM,=,,,,4.82,,,,"{'bei': '4.06', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274072,CHEMBL4302
307864,CHEMBL755182,CHEMBL2372477,IC50,16100.0,nM,=,,,,4.79,,,,"{'bei': '4.08', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274060,CHEMBL4302
307865,CHEMBL755182,CHEMBL2372501,IC50,1500.0,nM,=,,,,5.82,,,,"{'bei': '4.46', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274101,CHEMBL4302
307866,CHEMBL755182,CHEMBL2372475,IC50,2700.0,nM,=,,,,5.57,,,,"{'bei': '4.58', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274108,CHEMBL4302
307867,CHEMBL755182,CHEMBL2372507,IC50,1600.0,nM,=,,,,5.80,,,,"{'bei': '4.59', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274079,CHEMBL4302
309337,CHEMBL755182,CHEMBL2372481,IC50,8000.0,nM,=,,,,5.10,,,,"{'bei': '4.45', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274064,CHEMBL4302
309338,CHEMBL755183,CHEMBL2372467,IC50,,nM,,,,,,Not Determined,,,,CHEMBL1135619,274086,CHEMBL4302
310555,CHEMBL755182,CHEMBL2372490,IC50,100000.0,nM,>,,,,,,,,,CHEMBL1135619,274073,CHEMBL4302
311941,CHEMBL755182,CHEMBL2372499,IC50,1500.0,nM,=,,,,5.82,,,,"{'bei': '4.79', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274059,CHEMBL4302
311942,CHEMBL755182,CHEMBL2372496,IC50,23000.0,nM,=,,,,4.64,,,,"{'bei': '3.90', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274070,CHEMBL4302
313239,CHEMBL755182,CHEMBL2372469,IC50,100000.0,nM,>,,,,,,,,,CHEMBL1135619,274085,CHEMBL4302
313240,CHEMBL755182,CHEMBL2372486,IC50,4300.0,nM,=,,,,5.37,,,,"{'bei': '4.30', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274074,CHEMBL4302
314591,CHEMBL755182,CHEMBL2370885,IC50,2300.0,nM,=,,,,5.64,,,,"{'bei': '4.74', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274092,CHEMBL4302
315741,CHEMBL755182,CHEMBL2372480,IC50,2200.0,nM,=,,,,5.66,,,,"{'bei': '4.77', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274063,CHEMBL4302
315742,CHEMBL755182,CHEMBL2369933,IC50,5200.0,nM,=,,,,5.28,,,,"{'bei': '4.39', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274100,CHEMBL4302
315743,CHEMBL755182,CHEMBL2372465,IC50,30000.0,nM,>,,,,,,,,,CHEMBL1135619,274115,CHEMBL4302
315744,CHEMBL755182,CHEMBL2372478,IC50,100000.0,nM,>,,,,,,,,,CHEMBL1135619,274067,CHEMBL4302
317006,CHEMBL755182,CHEMBL2372468,IC50,8800.0,nM,=,,,,5.06,,,,"{'bei': '4.20', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274087,CHEMBL4302
318314,CHEMBL755182,CHEMBL2372497,IC50,3400.0,nM,=,,,,5.47,,,,"{'bei': '4.50', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274061,CHEMBL4302
318315,CHEMBL755182,CHEMBL2372492,IC50,14100.0,nM,=,,,,4.85,,,,"{'bei': '4.03', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274089,CHEMBL4302
318316,CHEMBL755182,CHEMBL2372505,IC50,6000.0,nM,=,,,,5.22,,,,"{'bei': '4.29', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274081,CHEMBL4302
319451,CHEMBL755182,CHEMBL2372483,IC50,4600.0,nM,=,,,,5.34,,,,"{'bei': '4.54', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274112,CHEMBL4302
319452,CHEMBL755182,CHEMBL2372461,IC50,8400.0,nM,=,,,,5.08,,,,"{'bei': '4.12', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274094,CHEMBL4302
319453,CHEMBL755182,CHEMBL2370884,IC50,2100.0,nM,=,,,,5.68,,,,"{'bei': '4.72', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274088,CHEMBL4302
319454,CHEMBL755182,CHEMBL2372460,IC50,8800.0,nM,=,,,,5.06,,,,"{'bei': '4.20', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274084,CHEMBL4302
320656,CHEMBL755182,CHEMBL2021596,IC50,15500.0,nM,=,,,,4.81,,,,"{'bei': '4.01', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274062,CHEMBL4302
320657,CHEMBL755182,CHEMBL2372471,IC50,4700.0,nM,=,,,,5.33,,,,"{'bei': '4.43', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274105,CHEMBL4302
320658,CHEMBL755182,CHEMBL2372502,IC50,5100.0,nM,=,,,,5.29,,,,"{'bei': '4.29', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274102,CHEMBL4302
323350,CHEMBL755182,CHEMBL2372476,IC50,8100.0,nM,=,,,,5.09,,,,"{'bei': '4.29', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274107,CHEMBL4302
324452,CHEMBL755182,CHEMBL2372472,IC50,50000.0,nM,=,,,,4.30,,,,"{'bei': '3.53', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274106,CHEMBL4302
324453,CHEMBL755182,CHEMBL2372457,IC50,5600.0,nM,=,,,,5.25,,,,"{'bei': '4.53', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274097,CHEMBL4302
324454,CHEMBL755182,CHEMBL2372456,IC50,1300.0,nM,=,,,,5.89,,,,"{'bei': '4.84', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274096,CHEMBL4302
325589,CHEMBL755182,CHEMBL2372494,IC50,3400.0,nM,=,,,,5.47,,,,"{'bei': '4.60', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274093,CHEMBL4302
328399,CHEMBL755182,CHEMBL2372470,IC50,2000.0,nM,=,,,,5.70,,,,"{'bei': '4.63', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274104,CHEMBL4302
328400,CHEMBL755182,CHEMBL2372466,IC50,6400.0,nM,=,,,,5.19,,,,"{'bei': '4.27', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274116,CHEMBL4302
329621,CHEMBL755182,CHEMBL2372473,IC50,130000.0,nM,=,,,,,,Outside typical range,,,CHEMBL1135619,274110,CHEMBL4302
329622,CHEMBL755182,CHEMBL2372491,IC50,42000.0,nM,=,,,,4.38,,,,"{'bei': '3.55', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274109,CHEMBL4302
330846,CHEMBL755182,CHEMBL2372485,IC50,5700.0,nM,=,,,,5.24,,,,"{'bei': '4.41', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274068,CHEMBL4302
332178,CHEMBL755182,CHEMBL160,IC50,3400.0,nM,=,,,,5.47,,,,"{'bei': '4.55', 'le': None, 'lle': None, 'sei': None}",CHEMBL1135619,274058,CHEMBL4302
