activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id
11000859,CHEMBL2077067,CHEMBL1162492,IC50,200.0,nM,=,,,,6.70,inhibitor [IC50=0.2uM],,,,CHEMBL2073753,1671504,CHEMBL1743128
11000955,CHEMBL2077068,CHEMBL285913,IC50,10000.0,nM,=,,,,5.00,inhibitor [IC50=10uM],,,,CHEMBL2074007,1671773,CHEMBL1743128
11000956,CHEMBL2077068,CHEMBL15177,IC50,10000.0,nM,=,,,,5.00,inhibitor [IC50=10uM],,,,CHEMBL2074007,1671774,CHEMBL1743128
11000957,CHEMBL2078156,CHEMBL2074644,IC50,10000.0,nM,=,,,,5.00,inhibitor [IC50=10uM],,,,CHEMBL2073753,1671775,CHEMBL1743128
11000958,CHEMBL2078156,CHEMBL260315,IC50,10000.0,nM,=,,,,5.00,inhibitor [IC50=10uM],,,,CHEMBL2073753,1671776,CHEMBL1743128
11000959,CHEMBL2078156,CHEMBL2074584,IC50,10000.0,nM,=,,,,5.00,inhibitor [IC50=10uM],,,,CHEMBL2073753,1671777,CHEMBL1743128
11000983,CHEMBL2077531,CHEMBL2074591,IC50,120000.0,nM,=,,,,,inhibitor [IC50=120uM],Outside typical range,,,CHEMBL2073753,1671799,CHEMBL1743128
11001337,CHEMBL2077068,CHEMBL192,IC50,20000.0,nM,=,,,,4.70,inhibitor [IC50=20uM],,,,CHEMBL2074007,1672072,CHEMBL1743128
11001338,CHEMBL2077068,CHEMBL126075,IC50,20000.0,nM,=,,,,4.70,inhibitor [IC50=20uM],,,,CHEMBL2074007,1672073,CHEMBL1743128
11001339,CHEMBL2078156,CHEMBL408701,IC50,20000.0,nM,=,,,,4.70,inhibitor [IC50=20uM],,,,CHEMBL2073753,1672074,CHEMBL1743128
11001370,CHEMBL2078641,CHEMBL224867,IC50,250000.0,nM,=,,,,,inhibitor [IC50=250uM],Outside typical range,,,CHEMBL2073968,1672095,CHEMBL1743128
