activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id
10996868,CHEMBL2078533,CHEMBL259898,Km,1900.0,nM,=,,,,,substrate [Km=1.9uM],,,,CHEMBL2073968,1672344,CHEMBL1743128
10996928,CHEMBL2078532,CHEMBL34259,Km,1300000.0,nM,=,,,,,substrate [Km=1300uM],,,,CHEMBL2074199,1670048,CHEMBL1743128
11000130,CHEMBL2075982,CHEMBL1622,Km,170000.0,nM,=,,,,,substrate [Km=170uM],,,,CHEMBL2074469,1670262,CHEMBL1743128
11000288,CHEMBL2077477,CHEMBL1697724,Km,30300.0,nM,=,,,,,substrate [Km=30.3uM],,,,CHEMBL2074175,1670427,CHEMBL1743128
11000609,CHEMBL2077477,CHEMBL316966,Km,44500.0,nM,=,,,,,substrate [Km=44.5uM],,,,CHEMBL2074175,1670006,CHEMBL1743128
11000721,CHEMBL2075982,CHEMBL1679,Km,640000.0,nM,=,,,,,substrate [Km=640uM],,,,CHEMBL2074469,1668842,CHEMBL1743128
11000794,CHEMBL2077477,CHEMBL395336,Km,9690.0,nM,=,,,,,substrate [Km=9.69uM],,,,CHEMBL2074175,1668825,CHEMBL1743128
11001055,CHEMBL2075983,CHEMBL495,Km,2100.0,nM,=,,,,,substrate [Km2.1uM],,,,CHEMBL2073947,1670550,CHEMBL1743128
11001061,CHEMBL2075983,CHEMBL548,Km,3400.0,nM,=,,,,,substrate [Km3.4uM],,,,CHEMBL2073947,1670579,CHEMBL1743128
15450655,CHEMBL3537702,CHEMBL1644,Km,250000.0,nM,=,,,,,,,,,CHEMBL3526024,2469697,CHEMBL1743128
15450658,CHEMBL3537705,CHEMBL1644,Vmax,1.2,nmol/min,=,,,,,,,,,CHEMBL3526024,2469697,CHEMBL1743128
15450659,CHEMBL3528241,CHEMBL528,Km,18000.0,nM,=,,,,,,,,,CHEMBL3526024,2468967,CHEMBL1743128
15450660,CHEMBL3528241,CHEMBL1435,Km,81000.0,nM,=,,,,,,,,,CHEMBL3526024,2468966,CHEMBL1743128
15462570,CHEMBL3533975,CHEMBL1528022,Km,63000.0,nM,=,,,,,,,,,CHEMBL3526030,2469912,CHEMBL1743128
15462572,CHEMBL3533975,CHEMBL1528022,Vmax,920.0,pmol/min/mg,=,,,,,,,,,CHEMBL3526030,2469912,CHEMBL1743128
