activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id
5308713,CHEMBL1692699,CHEMBL308954,IC50,5100.0,nM,=,,,,5.29,,,,"{'bei': '12.16', 'le': '0.26', 'lle': '0.57', 'sei': '4.39'}",CHEMBL1687850,1338566,CHEMBL5918
18130147,CHEMBL4028923,CHEMBL1200963,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006315,CHEMBL5918
18130148,CHEMBL4028923,CHEMBL846,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006316,CHEMBL5918
18130149,CHEMBL4028923,CHEMBL4064157,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006317,CHEMBL5918
18130150,CHEMBL4028923,CHEMBL1370,IC50,54500.0,nM,=,,,,4.26,,,,,CHEMBL4028801,3006318,CHEMBL5918
18130151,CHEMBL4028923,CHEMBL1200792,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006319,CHEMBL5918
18130152,CHEMBL4028923,CHEMBL296419,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006320,CHEMBL5918
18130153,CHEMBL4028923,CHEMBL717,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006321,CHEMBL5918
18130154,CHEMBL4028923,CHEMBL1231,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006322,CHEMBL5918
18130155,CHEMBL4028923,CHEMBL1480,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006323,CHEMBL5918
18130156,CHEMBL4028923,CHEMBL772,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006324,CHEMBL5918
18130157,CHEMBL4028923,CHEMBL998,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006325,CHEMBL5918
18130158,CHEMBL4028923,CHEMBL1200969,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006326,CHEMBL5918
18130159,CHEMBL4028923,CHEMBL1051,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006327,CHEMBL5918
18130160,CHEMBL4028923,CHEMBL1726,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006328,CHEMBL5918
18130161,CHEMBL4028923,CHEMBL1200686,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006329,CHEMBL5918
18130162,CHEMBL4028923,CHEMBL1648,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006330,CHEMBL5918
18130163,CHEMBL4028923,CHEMBL1064,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006331,CHEMBL5918
18130164,CHEMBL4028923,CHEMBL655,IC50,,,,,,,,Not Determined,,,,CHEMBL4028801,3006332,CHEMBL5918
18130165,CHEMBL4028923,CHEMBL14376,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006333,CHEMBL5918
18130166,CHEMBL4028923,CHEMBL1201155,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006334,CHEMBL5918
18130167,CHEMBL4028923,CHEMBL503,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006335,CHEMBL5918
18130168,CHEMBL4028923,CHEMBL4091490,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006336,CHEMBL5918
18130169,CHEMBL4028923,CHEMBL922,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006337,CHEMBL5918
18130170,CHEMBL4028923,CHEMBL1272,IC50,16700.0,nM,=,,,,4.78,,,,,CHEMBL4028801,3006338,CHEMBL5918
18130171,CHEMBL4028923,CHEMBL393220,IC50,14200.0,nM,=,,,,4.85,,,,,CHEMBL4028801,3006339,CHEMBL5918
18130172,CHEMBL4028923,CHEMBL269732,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006340,CHEMBL5918
18130173,CHEMBL4028923,CHEMBL710,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006341,CHEMBL5918
18130174,CHEMBL4028923,CHEMBL1200561,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006342,CHEMBL5918
18130175,CHEMBL4028923,CHEMBL2220442,IC50,57000.0,nM,=,,,,4.24,,,,,CHEMBL4028801,3006343,CHEMBL5918
18130176,CHEMBL4028923,CHEMBL1201729,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006344,CHEMBL5918
18130177,CHEMBL4028923,CHEMBL506,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006345,CHEMBL5918
18130178,CHEMBL4028923,CHEMBL193,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006346,CHEMBL5918
18130179,CHEMBL4028923,CHEMBL1138,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006347,CHEMBL5918
18130180,CHEMBL4028923,CHEMBL1017,IC50,60000.0,nM,=,,,,4.22,,,,,CHEMBL4028801,3006348,CHEMBL5918
18130181,CHEMBL4028923,CHEMBL444633,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006349,CHEMBL5918
18130182,CHEMBL4028923,CHEMBL1484,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006350,CHEMBL5918
18130183,CHEMBL4028923,CHEMBL5416410,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006351,CHEMBL5918
18130184,CHEMBL4028923,CHEMBL1503,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006352,CHEMBL5918
18130185,CHEMBL4028923,CHEMBL502,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006353,CHEMBL5918
18130186,CHEMBL4028923,CHEMBL1096885,IC50,76300.0,nM,=,,,,4.12,,,,,CHEMBL4028801,3006354,CHEMBL5918
18130187,CHEMBL4028923,CHEMBL1509,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006355,CHEMBL5918
18130188,CHEMBL4028923,CHEMBL1131,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006356,CHEMBL5918
18130189,CHEMBL4028923,CHEMBL1292,IC50,21000.0,nM,=,,,,4.68,,,,,CHEMBL4028801,3006357,CHEMBL5918
18130190,CHEMBL4028923,CHEMBL1481,IC50,6390.0,nM,=,,,,5.19,,,,,CHEMBL4028801,3006358,CHEMBL5918
18130191,CHEMBL4028923,CHEMBL2103735,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006359,CHEMBL5918
18130192,CHEMBL4028923,CHEMBL1908360,IC50,84000.0,nM,=,,,,4.08,,,,,CHEMBL4028801,3006360,CHEMBL5918
18130193,CHEMBL4028923,CHEMBL995,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006361,CHEMBL5918
18130194,CHEMBL4028923,CHEMBL1256688,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006362,CHEMBL5918
18130195,CHEMBL4028923,CHEMBL64391,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006363,CHEMBL5918
18130196,CHEMBL4028923,CHEMBL939,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006364,CHEMBL5918
18130197,CHEMBL4028923,CHEMBL472,IC50,33000.0,nM,=,,,,4.48,,,,,CHEMBL4028801,3006365,CHEMBL5918
18130198,CHEMBL4028923,CHEMBL1201016,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006366,CHEMBL5918
18130199,CHEMBL4028923,CHEMBL56337,IC50,45800.0,nM,=,,,,4.34,,,,,CHEMBL4028801,3006367,CHEMBL5918
18130200,CHEMBL4028923,CHEMBL255044,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006368,CHEMBL5918
18130201,CHEMBL4028923,CHEMBL1164729,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006369,CHEMBL5918
18130202,CHEMBL4028923,CHEMBL1479,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006370,CHEMBL5918
18130203,CHEMBL4028923,CHEMBL6,IC50,66000.0,nM,=,,,,4.18,,,,,CHEMBL4028801,3006371,CHEMBL5918
18130204,CHEMBL4028923,CHEMBL603,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006372,CHEMBL5918
18130205,CHEMBL4028923,CHEMBL551978,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006373,CHEMBL5918
18130206,CHEMBL4028923,CHEMBL1201182,IC50,71900.0,nM,=,,,,4.14,,,,,CHEMBL4028801,3006374,CHEMBL5918
18130207,CHEMBL4028923,CHEMBL633,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006375,CHEMBL5918
18130208,CHEMBL4028923,CHEMBL953,IC50,35100.0,nM,=,,,,4.46,,,,,CHEMBL4028801,3006376,CHEMBL5918
18130209,CHEMBL4028923,CHEMBL383634,IC50,23850.0,nM,=,,,,4.62,,,,,CHEMBL4028801,3006377,CHEMBL5918
18130210,CHEMBL4028923,CHEMBL1200930,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006378,CHEMBL5918
18130211,CHEMBL4028923,CHEMBL1200788,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006379,CHEMBL5918
18130212,CHEMBL4028923,CHEMBL547,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006380,CHEMBL5918
18130213,CHEMBL4028923,CHEMBL344159,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006381,CHEMBL5918
18130214,CHEMBL4028923,CHEMBL957,IC50,42000.0,nM,=,,,,4.38,,,,,CHEMBL4028801,3006382,CHEMBL5918
18130215,CHEMBL4028923,CHEMBL1200692,IC50,2000.0,nM,=,,,,5.70,,,,,CHEMBL4028801,3006383,CHEMBL5918
18130216,CHEMBL4028923,CHEMBL1201139,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006384,CHEMBL5918
18130217,CHEMBL4028923,CHEMBL976,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006385,CHEMBL5918
18130218,CHEMBL4028923,CHEMBL116,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006386,CHEMBL5918
18130219,CHEMBL4028923,CHEMBL623,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006387,CHEMBL5918
18130220,CHEMBL4028923,CHEMBL388590,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006388,CHEMBL5918
18130221,CHEMBL4028923,CHEMBL121,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006389,CHEMBL5918
18130222,CHEMBL4028923,CHEMBL21333,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006390,CHEMBL5918
18130223,CHEMBL4028923,CHEMBL374478,IC50,69000.0,nM,=,,,,4.16,,,,,CHEMBL4028801,3006391,CHEMBL5918
18130224,CHEMBL4028923,CHEMBL282724,IC50,45400.0,nM,=,,,,4.34,,,,,CHEMBL4028801,3006392,CHEMBL5918
18130225,CHEMBL4028923,CHEMBL92,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006393,CHEMBL5918
18130226,CHEMBL4028923,CHEMBL941,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006394,CHEMBL5918
18130227,CHEMBL4028923,CHEMBL1136,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006395,CHEMBL5918
18130228,CHEMBL4028923,CHEMBL114,IC50,42000.0,nM,=,,,,4.38,,,,,CHEMBL4028801,3006396,CHEMBL5918
18130229,CHEMBL4028923,CHEMBL409,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006397,CHEMBL5918
18130230,CHEMBL4028923,CHEMBL5483011,IC50,83000.0,nM,=,,,,4.08,,,,,CHEMBL4028801,3006398,CHEMBL5918
18130231,CHEMBL4028923,CHEMBL415324,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006399,CHEMBL5918
18130232,CHEMBL4028923,CHEMBL1513,IC50,21100.0,nM,=,,,,4.68,,,,,CHEMBL4028801,3006400,CHEMBL5918
18130233,CHEMBL4028923,CHEMBL932,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006401,CHEMBL5918
18130234,CHEMBL4028923,CHEMBL408,IC50,31000.0,nM,=,,,,4.51,,,,,CHEMBL4028801,3006402,CHEMBL5918
18130235,CHEMBL4028923,CHEMBL157101,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006403,CHEMBL5918
18130236,CHEMBL4028923,CHEMBL565,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006404,CHEMBL5918
18130237,CHEMBL4028923,CHEMBL729,IC50,21000.0,nM,=,,,,4.68,,,,,CHEMBL4028801,3006405,CHEMBL5918
18130238,CHEMBL4028923,CHEMBL1076241,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006406,CHEMBL5918
18130239,CHEMBL4028923,CHEMBL160,IC50,23000.0,nM,=,,,,4.64,,,,,CHEMBL4028801,3006407,CHEMBL5918
18130240,CHEMBL4028923,CHEMBL1660,IC50,80900.0,nM,=,,,,4.09,,,,,CHEMBL4028801,3006408,CHEMBL5918
18130241,CHEMBL4028923,CHEMBL893,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006409,CHEMBL5918
18130242,CHEMBL4028923,CHEMBL1397,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006410,CHEMBL5918
18130243,CHEMBL4028923,CHEMBL584,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006411,CHEMBL5918
18130244,CHEMBL4028923,CHEMBL1200480,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006412,CHEMBL5918
18130245,CHEMBL4028923,CHEMBL428647,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006413,CHEMBL5918
18130246,CHEMBL4028923,CHEMBL1324,IC50,85000.0,nM,=,,,,4.07,,,,,CHEMBL4028801,3006414,CHEMBL5918
18130247,CHEMBL4028923,CHEMBL672,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006415,CHEMBL5918
18130248,CHEMBL4028923,CHEMBL595,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006416,CHEMBL5918
18130249,CHEMBL4028923,CHEMBL550348,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006417,CHEMBL5918
18130250,CHEMBL4028923,CHEMBL1276308,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006418,CHEMBL5918
18130251,CHEMBL4028923,CHEMBL15177,IC50,9300.0,nM,=,,,,5.03,,,,,CHEMBL4028801,3006419,CHEMBL5918
18130252,CHEMBL4028923,CHEMBL477772,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006420,CHEMBL5918
18130253,CHEMBL4028923,CHEMBL163,IC50,11100.0,nM,=,,,,4.96,,,,,CHEMBL4028801,3006421,CHEMBL5918
18130254,CHEMBL4028923,CHEMBL374975,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006422,CHEMBL5918
18130255,CHEMBL4028923,CHEMBL1456,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006423,CHEMBL5918
18130256,CHEMBL4028923,CHEMBL223643,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006424,CHEMBL5918
18130257,CHEMBL4028923,CHEMBL1200476,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006425,CHEMBL5918
18130258,CHEMBL4028923,CHEMBL428496,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006426,CHEMBL5918
18130259,CHEMBL4028923,CHEMBL691,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006427,CHEMBL5918
18130260,CHEMBL4028923,CHEMBL4097197,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006428,CHEMBL5918
18130261,CHEMBL4028923,CHEMBL43064,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006429,CHEMBL5918
18130262,CHEMBL4028923,CHEMBL388978,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006430,CHEMBL5918
18130263,CHEMBL4028923,CHEMBL180022,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006431,CHEMBL5918
18130264,CHEMBL4028923,CHEMBL54440,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006432,CHEMBL5918
18130265,CHEMBL4028923,CHEMBL7002,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006433,CHEMBL5918
18130266,CHEMBL4028923,CHEMBL1617,IC50,65000.0,nM,=,,,,4.19,,,,,CHEMBL4028801,3006434,CHEMBL5918
18130267,CHEMBL4028923,CHEMBL451,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006435,CHEMBL5918
18130268,CHEMBL4028923,CHEMBL1569487,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006436,CHEMBL5918
18130269,CHEMBL4028923,CHEMBL1879463,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006437,CHEMBL5918
18130270,CHEMBL4028923,CHEMBL429023,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006438,CHEMBL5918
18130271,CHEMBL4028923,CHEMBL1555126,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006439,CHEMBL5918
18130272,CHEMBL4028923,CHEMBL444963,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006440,CHEMBL5918
18130273,CHEMBL4028923,CHEMBL2103772,IC50,99000.0,nM,=,,,,4.00,,,,,CHEMBL4028801,3006441,CHEMBL5918
18130274,CHEMBL4028923,CHEMBL475534,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006442,CHEMBL5918
18130275,CHEMBL4028923,CHEMBL111,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006443,CHEMBL5918
18130276,CHEMBL4028923,CHEMBL277535,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006444,CHEMBL5918
18130277,CHEMBL4028923,CHEMBL254219,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006445,CHEMBL5918
18130278,CHEMBL4028923,CHEMBL1200865,IC50,15520.0,nM,=,,,,4.81,,,,,CHEMBL4028801,3006446,CHEMBL5918
18130279,CHEMBL4028923,CHEMBL1200799,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006447,CHEMBL5918
18130280,CHEMBL4028923,CHEMBL3109278,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006448,CHEMBL5918
18130281,CHEMBL4028923,CHEMBL1200585,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006449,CHEMBL5918
18130282,CHEMBL4028923,CHEMBL1200836,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006450,CHEMBL5918
18130283,CHEMBL4028923,CHEMBL416146,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006451,CHEMBL5918
18130284,CHEMBL4028923,CHEMBL4082273,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006452,CHEMBL5918
18130285,CHEMBL4028923,CHEMBL211501,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006453,CHEMBL5918
18130286,CHEMBL4028923,CHEMBL1381098,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006454,CHEMBL5918
18130287,CHEMBL4028923,CHEMBL1083385,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006455,CHEMBL5918
18130288,CHEMBL4028923,CHEMBL1452696,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006456,CHEMBL5918
18130289,CHEMBL4028923,CHEMBL1536,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006457,CHEMBL5918
18130290,CHEMBL4028923,CHEMBL599,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006458,CHEMBL5918
18130291,CHEMBL4028923,CHEMBL12713,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006459,CHEMBL5918
18130292,CHEMBL4028923,CHEMBL1200374,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006460,CHEMBL5918
18130293,CHEMBL4028923,CHEMBL1592,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006461,CHEMBL5918
18130294,CHEMBL4028923,CHEMBL295416,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006462,CHEMBL5918
18130295,CHEMBL4028923,CHEMBL1096,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006463,CHEMBL5918
18130296,CHEMBL4028923,CHEMBL93645,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006464,CHEMBL5918
18130297,CHEMBL4028923,CHEMBL386630,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006465,CHEMBL5918
18130298,CHEMBL4028923,CHEMBL256907,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006466,CHEMBL5918
18130299,CHEMBL4028923,CHEMBL1559,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006467,CHEMBL5918
18130300,CHEMBL4028923,CHEMBL1200675,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006468,CHEMBL5918
18130301,CHEMBL4028923,CHEMBL1737,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006469,CHEMBL5918
18130302,CHEMBL4028923,CHEMBL421,IC50,14600.0,nM,=,,,,4.84,,,,,CHEMBL4028801,3006470,CHEMBL5918
18130303,CHEMBL4028923,CHEMBL2218867,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006471,CHEMBL5918
18130304,CHEMBL4028923,CHEMBL495,IC50,26900.0,nM,=,,,,4.57,,,,,CHEMBL4028801,3006472,CHEMBL5918
18130305,CHEMBL4028923,CHEMBL1201124,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006473,CHEMBL5918
18130306,CHEMBL4028923,CHEMBL1316,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006474,CHEMBL5918
18130307,CHEMBL4028923,CHEMBL77305,IC50,10200.0,nM,=,,,,4.99,,,,,CHEMBL4028801,3006475,CHEMBL5918
18130308,CHEMBL4028923,CHEMBL41286,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006476,CHEMBL5918
18130309,CHEMBL4028923,CHEMBL1200896,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006477,CHEMBL5918
18130310,CHEMBL4028923,CHEMBL65,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006478,CHEMBL5918
18130311,CHEMBL4028923,CHEMBL43,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006479,CHEMBL5918
18130312,CHEMBL4028923,CHEMBL4085102,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006480,CHEMBL5918
18130313,CHEMBL4028923,CHEMBL4063475,IC50,41200.0,nM,=,,,,4.38,,,,,CHEMBL4028801,3006481,CHEMBL5918
18130314,CHEMBL4028923,CHEMBL413965,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006482,CHEMBL5918
18130315,CHEMBL4028923,CHEMBL339427,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006483,CHEMBL5918
18130316,CHEMBL4028923,CHEMBL367463,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006484,CHEMBL5918
18130317,CHEMBL4028923,CHEMBL927,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006485,CHEMBL5918
18130318,CHEMBL4028923,CHEMBL1071,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006486,CHEMBL5918
18130319,CHEMBL4028923,CHEMBL2,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006487,CHEMBL5918
18130320,CHEMBL4028923,CHEMBL685,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006488,CHEMBL5918
18130321,CHEMBL4028923,CHEMBL799,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006489,CHEMBL5918
18130322,CHEMBL4028923,CHEMBL53463,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006490,CHEMBL5918
18130323,CHEMBL4028923,CHEMBL50,IC50,133000.0,nM,>,,,,,,Outside typical range,,,CHEMBL4028801,3006491,CHEMBL5918
