activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id
10996808,CHEMBL2075325,CHEMBL495936,Km,260.0,nM,=,,,,,substrate [Km=0.26uM],,,,CHEMBL2073997,1669746,CHEMBL5748
10996838,CHEMBL2077875,CHEMBL2074720,Km,700.0,nM,=,,,,,substrate [Km=0.7uM],,,,CHEMBL2074447,1669764,CHEMBL5748
10996845,CHEMBL2077875,CHEMBL3038248,Km,900.0,nM,=,,,,,substrate [Km=0.9uM],,,,CHEMBL2074447,1669759,CHEMBL5748
10996930,CHEMBL2077627,CHEMBL159,Km,137300.0,nM,=,,,,,substrate [Km=137.3uM],,,,CHEMBL2073914,1670050,CHEMBL5748
10996942,CHEMBL2076879,CHEMBL2074599,Km,14100.0,nM,=,,,,,substrate [Km=14.1uM],,,,CHEMBL2073772,1670059,CHEMBL5748
11000114,CHEMBL2075328,CHEMBL213947,Km,16900.0,nM,=,,,,,substrate [Km=16.9uM],,,,CHEMBL2074293,1670078,CHEMBL5748
11000155,CHEMBL2076879,CHEMBL213947,Km,193000.0,nM,=,,,,,substrate [Km=193uM],,,,CHEMBL2073772,1670110,CHEMBL5748
11000161,CHEMBL2075326,CHEMBL495936,Km,1000.0,nM,=,,,,,substrate [Km=1uM],,,,CHEMBL2074551,1669771,CHEMBL5748
11000326,CHEMBL2077619,CHEMBL2074825,Km,35100.0,nM,=,,,,,substrate [Km=35.1uM],,,,CHEMBL2074000,1670619,CHEMBL5748
11000710,CHEMBL2077630,CHEMBL44657,Km,616540.0,nM,=,,,,,substrate [Km=616.54uM],,,,CHEMBL2074524,1670389,CHEMBL5748
11000732,CHEMBL2075326,CHEMBL1697724,Km,7200.0,nM,=,,,,,substrate [Km=7.2uM],,,,CHEMBL2074551,1670724,CHEMBL5748
11000743,CHEMBL2077623,CHEMBL213947,Km,70000.0,nM,=,,,,,substrate [Km=70uM],,,,CHEMBL2074528,1670957,CHEMBL5748
11000783,CHEMBL2075327,CHEMBL463,Km,880000.0,nM,=,,,,,substrate [Km=880uM],,,,CHEMBL2074311,1670631,CHEMBL5748
11000790,CHEMBL2075328,CHEMBL1697724,Km,9400.0,nM,=,,,,,substrate [Km=9.4uM],,,,CHEMBL2074293,1670988,CHEMBL5748
18883384,CHEMBL4312557,CHEMBL4548482,Vmax,1230.0,pmol/min,=,,,,,,,,,CHEMBL4311943,3150922,CHEMBL5748
18883385,CHEMBL4312558,CHEMBL4548482,Km,97000.0,nM,=,,,,,,,,,CHEMBL4311943,3150922,CHEMBL5748
