activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id,smiles
2897639,CHEMBL1062831,CHEMBL223360,Kd,10000.0,nM,>,,,,,,,,,CHEMBL1150977,845283,CHEMBL5550,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
2897640,CHEMBL1062831,CHEMBL572881,Kd,10000.0,nM,>,,,,,,,,,CHEMBL1150977,845284,CHEMBL5550,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21
2897641,CHEMBL1062831,CHEMBL574738,Kd,10000.0,nM,>,,,,,,,,,CHEMBL1150977,845285,CHEMBL5550,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1
2897642,CHEMBL1062831,CHEMBL215152,Kd,10000.0,nM,>,,,,,,,,,CHEMBL1150977,845286,CHEMBL5550,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1
2897643,CHEMBL1062831,CHEMBL103667,Kd,10000.0,nM,>,,,,,,,,,CHEMBL1150977,845287,CHEMBL5550,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
2897644,CHEMBL1062831,CHEMBL296468,Kd,10000.0,nM,>,,,,,,,,,CHEMBL1150977,845288,CHEMBL5550,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
2897645,CHEMBL1062831,CHEMBL522892,Kd,10000.0,nM,>,,,,,,,,,CHEMBL1150977,845289,CHEMBL5550,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
2897646,CHEMBL1062831,CHEMBL558752,Kd,10000.0,nM,>,,,,,,,,,CHEMBL1150977,845290,CHEMBL5550,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21
2897647,CHEMBL1062831,CHEMBL31965,Kd,1500.0,nM,=,,,,5.82,,,,"{'bei': '11.98', 'le': '0.23', 'lle': '1.43', 'sei': '6.57'}",CHEMBL1150977,845291,CHEMBL5550,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
2897648,CHEMBL1062831,CHEMBL221959,Kd,10000.0,nM,>,,,,,,,,,CHEMBL1150977,845292,CHEMBL5550,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
2897649,CHEMBL1062831,CHEMBL483321,Kd,10000.0,nM,>,,,,,,,,,CHEMBL1150977,845293,CHEMBL5550,COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1
